hedgetargets,DeveloperProfits,ratio
"[105.88954077218614, 139.08738370295322, 26.30799838519435, 163.22190076787692, 63.40345543882006, 139.51680595025408, 119.39155485808621, 157.63438656934764, 104.56882879094499, 119.32156641392204, 104.0133064140302, 197.75032419891448, 129.24840902441872, 164.75559974004344, 92.99924521153227, 125.19117696202254, 105.58629743458866, 202.25728857787095, 104.35037280808878, 201.0284571100886, 125.63414632778282, 164.97679364695952, 132.51030600820454, 207.09666627306936]",-32898198.959206577,2.77595565533652
"[126.37788746451838, 131.0008986605896, 61.75832573259332, 148.1663627242416, 58.29682188971498, 123.4142514452881, 102.06852161941362, 160.59357900191156, 88.70015719955123, 122.94423588849722, 98.54599776953192, 128.26803422014368, 107.95428652227667, 166.75460234177046, 107.32410043489436, 102.83494961836013, 139.81891681608928, 173.09151989539103, 113.70799061429808, 158.50628118344392, 98.77517662684663, 143.8383833309794, 132.50875566057093, 186.4197840250458]",-25944314.545189887,2.514758084725941
"[105.4812190528818, 131.46723176213544, 110.54848348772322, 150.99515370731996, 57.52841221017425, 120.58510767323784, 105.49982067014801, 184.7853997317466, 109.51452875165988, 117.69643731806886, 122.97514306119145, 158.36577063685002, 112.93983591080229, 163.7825317870368, 95.42148186493428, 131.80900639507036, 152.83881319040668, 183.59894570154265, 73.48791026222217, 227.79269467462814, 119.34263541997917, 165.32909230271858, 134.90148646977855, 203.75901468093022]",-32032757.21094725,2.745635174236391
"[81.77943351975874, 118.7706553903251, 61.91238152917088, 127.1494963481356, 68.73884566845017, 92.63418640827712, 91.24808432374921, 164.26606173734174, 95.10706748843894, 112.80772919908516, 92.38009230810422, 130.82188600460464, 94.04169863744603, 123.63886619755571, 93.51336534573656, 57.71858042682008, 142.82101746178728, 191.14785430934703, 74.91154831219262, 181.40737299456984, 114.17022179306892, 145.5414684578685, 132.5049787936718, 192.32048605127008]",-22830181.898064777,2.354860846770724
"[96.29414755107248, 102.17309100547047, 23.624803023173605, 90.92165701548907, 52.866017629564304, 97.56596025488206, 101.67313065638355, 132.875547883306, 68.97465855445745, 78.06097517822586, 46.87341083550318, 133.2257082537448, 112.65950362786408, 123.63886619755571, 75.95372947661575, 71.13656603000248, 102.97006226011199, 169.54650069475258, 73.64046585655231, 140.42347613290798, 118.71218873712579, 134.48142809250265, 132.50517126318786, 147.3044633508098]",-16575373.365599124,2.0325941238482326
"[58.67589290092532, 59.87960432075195, 35.01561354215154, 71.41271315622005, 35.49535840089885, 59.90515780292652, 68.1277179699096, 118.11014188211566, 25.126768000211563, 76.27903751841438, 47.42670044967254, 94.01691867052492, 106.42456516736672, 120.62430154793314, 92.44230347013506, 61.52821487687645, 90.52740125509207, 134.27223232683718, 72.56524287378322, 129.12949511702752, 98.59048790765137, 87.74707624235884, 135.0176819020694, 128.13814070449874]",-8917273.548355715,1.5769641351100205
"[58.143217882760105, 6.879346459197151, 114.29043927622008, 12.879624294991771, 32.63833974153877, 32.444452770173704, 68.44777071552855, 99.2858098750327, 119.08228365274978, 47.21370989963934, 52.42992990820503, 69.69331533187157, 84.2657809132092, 35.0758431049604, 105.76894762827794, 60.102585154541444, 71.50806466886002, 53.7963044671228, 73.17579901636799, 72.98553732383509, 60.34005702136162, 157.29319916296924, 132.52887949835272, 19.17973431317039]",3619549.7659971574,0.7637665434278247
"[71.3887166314484, 38.49611860398984, 21.2118979985473, 20.371482387292627, 29.514022908669908, 57.28016132144232, 35.65614866307, 53.38144142538236, 20.181049845591737, 51.59744111928734, 41.25775043125683, 91.6016238952937, 78.6705116441171, 104.12445177755528, 51.59525263482655, 41.162640284537986, 104.15199390217367, 98.45608112135272, 45.657798711457026, 75.95911860498884, 82.59358182543558, 84.21717065544142, 94.63124978609362, 64.21658290652263]",1058891.9443605097,0.968335719622177
"[58.143217882760105, 6.879346459197151, 114.29043927622008, 12.879624294991771, 32.63833974153877, 32.444452770173704, 68.44777071552855, 99.2858098750327, 119.93696235497404, 47.21370989963934, 52.42992990820503, 69.69331533187157, 84.2657809132092, 35.0758431049604, 92.17389653328925, 60.102585154541444, 71.50806466886002, 53.7963044671228, 73.17579901636799, 72.98553732383509, 60.34005702136162, 173.663984720463, 132.52887949835272, 19.17973431317039]",3382040.00380836,0.771218431018643
"[82.52509486188877, 44.52585190376793, 33.696858861543454, 6.7189311745799625, 141.77099674601604, 47.03657248274371, 52.11196075666903, 105.13166336258104, 33.84846812859219, 32.17091940393787, 44.17995778761621, 77.61802209526087, 97.8733137071296, 52.643175428391594, 4.618271657781975, 60.45770122874613, 81.27438370437231, 53.7989794988103, 72.98120163029135, 77.41074633241888, 135.49057808888156, 114.11708838029305, 129.15188739083288, 19.17973431317039]",2742980.725877528,0.820525344242508
"[126.37788746451838, 131.0008986605896, 61.75832573259332, 148.6665638889963, 58.178990606085705, 123.4142514452881, 101.72435011609012, 160.59357900191156, 114.77506604340759, 122.88652112916313, 112.87818722831253, 155.71489430481964, 112.50243472519647, 165.44703064770798, 107.59594185948632, 102.83494961836013, 139.81891681608928, 193.0813917839397, 113.31862937224417, 200.5103332653903, 102.40256298077932, 143.8383833309794, 132.51141489246686, 193.97592514255757]",-29407145.318091787,2.677199566787592
"[82.6917990677163, 89.92426618438137, 23.447115711232723, 100.95741250671638, 44.98396674904557, 92.6245090148142, 102.36451854123789, 140.18847898961965, 112.74422047648052, 79.12483472524109, 99.17191335003412, 133.35592820617896, 93.76357847019241, 131.9828895177597, 92.7040284550929, 71.17763448989477, 102.5694986174816, 169.81737759108938, 73.60864080988355, 157.6679263429897, 118.49104151067549, 117.47932278115172, 134.89583453996434, 137.8529282442873]",-17183406.39487011,2.062576983324185
"[89.53466623239886, 38.411383758254864, 29.63874501113888, 37.485764898728206, 33.58054992862543, 56.748609025973565, 29.966365035623042, 92.04053873316259, 19.478472516065494, 53.297017965311, 84.04183553776039, 93.55235798506158, 78.69498156174134, 104.16116913920922, 30.154338742809298, 83.12100485586109, 87.45546655589123, 93.11870233648068, 70.01564064613646, 68.28206595768751, 45.82484388470084, 81.54960341072274, 95.26094180172173, 79.93129796323649]",-1328289.3077326897,1.101238481287498
"[58.67589290092532, 38.99453198925883, 22.472359216273425, 71.41271315622005, 35.49535840089885, 59.90515780292652, 68.1277179699096, 118.11014188211566, 24.51130820963293, 76.27903751841438, 46.989798972026314, 94.01691867052492, 106.42456516736672, 116.57817417004111, 92.44230347013506, 61.52821487687645, 90.52740125509207, 134.27223232683718, 72.54471356227367, 129.12949511702752, 98.59048790765137, 82.39208487818176, 135.0176819020694, 128.13814070449874]",-8202540.547106347,1.527704649712901
"[96.25020038203446, 102.17309100547047, 5.532728271863547, 90.92165701548907, 52.866017629564304, 97.56596025488206, 101.67313065638355, 132.875547883306, 69.95055248722616, 78.06097517822586, 46.87341083550318, 108.04498620284191, 112.62078047171644, 123.63886619755571, 92.68279184561354, 71.13656603000248, 88.25635995767101, 154.33009420701148, 71.19468139052793, 127.75176323419, 97.41162752622911, 126.16757029984123, 132.50517126318786, 147.3044633508098]",-14612754.823816234,1.9167611191042846
"[96.15384261516537, 116.45464625970362, 61.764653227636714, 126.11845810475879, 80.08846868586886, 98.02529443733665, 91.24808432374921, 164.35565056802054, 95.69383625414561, 102.92048775165557, 92.38009230810422, 128.7508272393889, 112.65950362786408, 126.18267168498573, 107.94846204823838, 102.0278864753633, 142.59968033570095, 191.14785430934703, 75.55465336919495, 188.85009952141127, 96.83091804022251, 144.95503040492196, 132.4459574273941, 192.30545652118514]",-24562210.378953382,2.4521558406850876
"[92.35623394105832, 48.513039635353095, 23.6491872992989, 37.485764898728206, 33.58054992862543, 56.748609025973565, 29.966365035623042, 92.04053873316259, 69.39206682404918, 53.297017965311, 84.04183553776039, 93.55235798506158, 80.20165090211422, 107.49762689928839, 28.80635407115193, 70.30564175690475, 87.45546655589123, 93.11870233648068, 70.01564064613646, 83.14397290944046, 45.82484388470084, 81.48330803871765, 97.14344848016486, 79.93129796323649]",-1929016.5191258409,1.1427827102730919
"[71.3887166314484, 38.49611860398984, 21.2118979985473, 20.371482387292627, 43.57205337972306, 57.28016132144232, 35.65614866307, 53.38144142538236, 109.62975483741734, 75.10368217664241, 41.25775043125683, 96.94193441429583, 93.53792387826749, 103.70265982550032, 51.59525263482655, 68.30245533833568, 104.15199390217367, 98.8033942286717, 45.657798711457026, 76.2410162162853, 89.0174967632627, 84.21717065544142, 95.26494165014793, 77.76168341627574]",-1124051.3386846883,1.0854922680384633
"[106.18534678303274, 131.14286340149215, 70.99336342772817, 148.8596699412208, 55.125894025666526, 151.82737823339008, 90.41602657623808, 195.227791646272, 125.33085426921829, 118.29104929254439, 123.13049355811565, 174.9219555546319, 135.71125406273526, 216.97602614594933, 75.88111712118061, 139.94614743337453, 134.1846380277772, 195.0613510305438, 102.26551371992156, 201.02578961013384, 108.20812616542962, 165.96450385443697, 164.49704135095672, 202.9541232071731]",-35095233.53282891,2.852586346745602
"[96.29414755107248, 102.17309100547047, 5.532728271863547, 90.92165701548907, 52.866017629564304, 97.56596025488206, 101.67313065638355, 132.875547883306, 69.95055248722616, 78.06097517822586, 46.87341083550318, 108.04498620284191, 112.65950362786408, 123.63886619755571, 75.88675678977009, 71.13656603000248, 88.25635995767101, 154.36145487339317, 71.19468139052793, 140.42347613290798, 98.08463199578297, 134.48142809250265, 132.50517126318786, 147.3044633508098]",-15140019.558812315,1.9483201013511973
"[106.19966787116918, 117.37089752647685, 69.75361607124077, 114.45615506930403, 49.57135610642643, 97.88673917492792, 101.87004192760485, 159.19598197205394, 114.77506604340759, 107.27804673748926, 98.8460054898669, 155.71999781126223, 112.50243472519647, 141.628416904432, 91.58289269670527, 102.83494961836013, 107.58152010227025, 172.5311807187579, 106.9177076587608, 194.04271569572347, 78.7572568652228, 143.8383833309794, 132.51030194037574, 203.77175564083245]",-25318523.62946155,2.4860854646355426
"[55.402347605949856, 87.19454069881935, 26.30586262785946, 71.41271315622005, 35.49535840089885, 59.90515780292652, 68.1277179699096, 118.11014188211566, 15.764716071770458, 75.66273172613259, 39.31175219875744, 70.5644547237008, 83.86792116169725, 121.25478478982208, 38.81217619548235, 58.46606644747032, 90.21220061631854, 133.68172870263567, 73.59017929273031, 90.2658386528083, 98.77314929155831, 86.1431341932747, 135.0176819020694, 137.76696159960917]",-7302881.456691316,1.4687679696787155
"[105.88823197230516, 138.56623899178308, 66.1768656997716, 145.2317794978098, 62.53840731016972, 126.10861229684332, 115.32734068199872, 180.23918990175218, 126.478621441606, 147.91486084177873, 132.2776316453388, 180.975938984884, 133.48233181857805, 216.59486963905545, 108.21771781309124, 139.8508709692208, 134.75380457169092, 211.20335277681147, 114.55707843798879, 198.7760620316016, 108.2029911468659, 196.58081767890332, 165.8193971557517, 200.84079156782218]",-36500338.02531539,2.88521349895794
"[159.57782890944566, 139.776911040875, 66.14568726629425, 163.44665251494547, 60.008180372485555, 198.9626515553049, 113.70872285129549, 213.82555100012405, 116.48397796401736, 147.98108942034315, 128.70077410064388, 199.4428515298173, 109.97774567941242, 230.2826534730641, 121.37245020166267, 164.43484949915825, 179.56508251252598, 249.86242478843883, 73.7029253134248, 213.17132027679114, 86.75086332030804, 195.51959676874617, 165.7586390698547, 205.55281606839011]",-43293803.093242325,2.9882113397520125
"[54.02704472799227, 59.506876414291554, 34.0570370130295, 12.881150156349719, 34.09840344005077, 47.18345609780758, 68.44777071552855, 103.83333880061306, 39.11377763532541, 83.07807133108315, 52.864704253254786, 65.27455823433085, 84.27895239989674, 79.71919655000772, 34.05470126585998, 61.20659901468096, 85.69778205863959, 53.7963044671228, 73.10603187125415, 76.051172806491, 57.37393449300337, 87.87459445963967, 132.721080388771, 114.07835158380388]",34152.2894736972,1.0063171920075613
"[105.88823197230516, 139.93164417202763, 66.15653538818647, 145.2317794978098, 65.00769380869633, 142.26755548675928, 109.17879799632384, 180.23918990175218, 126.55397454695253, 147.91486084177873, 145.40377417861245, 189.27880925492116, 133.48233181857805, 245.17772841846897, 111.55985264898226, 139.8508709692208, 134.75380457169092, 211.20335277681147, 114.56033753043116, 229.08952859337361, 108.2029911468659, 197.21159454594854, 164.4829828029966, 200.84079156782218]",-39300614.09194931,2.9383168033663565
"[54.02704472799227, 59.506876414291554, 33.428477089909826, 73.32501387244615, 33.83475517214831, 39.14538819258848, 27.87374232620165, 102.61729237392565, 40.4839839340183, 47.74342225004135, 52.864704253254786, 76.30622285812237, 92.21654971261964, 70.04295062482538, 39.87875360650314, 50.884059668681324, 87.4064299931759, 134.76146759950524, 73.10603187125415, 86.82786374575792, 61.08555364469325, 88.65208651313611, 133.5946452833225, 114.07835158380388]",-3070102.639648393,1.2054240350156067
"[126.37788746451838, 131.0008986605896, 61.75832573259332, 148.6665638889963, 58.178990606085705, 123.4142514452881, 101.39527984537514, 160.59357900191156, 114.83707674191977, 122.88652112916313, 112.80242088339823, 138.98925395733295, 112.92571908644916, 167.6242029496349, 107.59594185948632, 102.83494961836013, 139.81891681608928, 193.0813917839397, 113.70799061429808, 200.5103332653903, 98.9544134676031, 143.8383833309794, 133.58208780319728, 188.53875421935166]",-28844622.496156998,2.652745441727747
"[96.29414755107248, 102.17309100547047, 6.15493522133495, 90.92165701548907, 52.866017629564304, 97.94098250054962, 95.03259819759346, 158.9319591130384, 69.95055248722616, 77.18259182369097, 100.80714227696397, 108.2132555791677, 112.65950362786408, 123.63886619755571, 75.88675678977009, 69.42280660413242, 91.70978525750657, 153.04833469248499, 76.0473051044926, 140.42347613290798, 126.86639222715972, 134.68640490094754, 132.50517126318786, 147.3044633508098]",-15919136.965085642,1.9891756919833632
"[89.41387320094584, 49.708739803964235, 4.675110652950801, 75.92379623094091, 3.9692420340481185, 48.58055360645763, 102.88078582356161, 53.247323281166615, 70.00638904133531, 51.50028331152223, 46.90376933062997, 92.47934293630246, 76.5039377380204, 103.57150589620784, 49.86859160267231, 61.74882197253868, 88.49522683657945, 134.27222810692587, 44.974165170044415, 127.83767930332523, 97.39979906193041, 55.24243657809895, 86.66323744640478, 137.1647921432445]",-5362415.10427354,1.3347857826621534
"[54.02704472799227, 59.506876414291554, 27.981526015996625, 73.32501387244615, 33.83475517214831, 39.14538819258848, 27.87374232620165, 102.61729237392565, 40.4839839340183, 47.74342225004135, 44.48352963945329, 76.30622285812237, 92.21654971261964, 70.04295062482538, 41.28374477400326, 50.884059668681324, 87.4064299931759, 134.76146759950524, 73.10603187125415, 127.49074527554588, 61.08555364469325, 88.61229622215335, 133.5946452833225, 114.07835158380388]",-4450876.193795998,1.2833985500424976
"[145.5587535618771, 139.776911040875, 39.64533897745247, 149.03522111372968, 53.825942018716326, 176.9758974082513, 96.63217753236641, 212.47833571026507, 126.47330551016168, 148.0565882641749, 132.8787827526216, 194.35333379698648, 126.49757697077519, 220.9765720091316, 117.00017489618016, 134.36100517767463, 187.31071800752514, 239.6245874517424, 169.96967508603382, 208.6850952026453, 101.95179512710136, 195.47940365869565, 134.58698123332553, 203.5486506089016]",-40565012.9433931,2.949030906563093
"[127.90267007013819, 101.0161346149906, 61.75832573259332, 148.6665638889963, 58.15365882613672, 123.4142514452881, 101.39527984537514, 160.59357900191156, 114.83707674191977, 76.9737501649745, 112.87818722831253, 120.60639164955937, 112.66146123827453, 167.6242029496349, 108.39443641083759, 104.03395356545711, 139.81891681608928, 193.0813917839397, 113.70799061429808, 199.26502496074755, 98.80558876619865, 143.8383833309794, 132.51141489246686, 188.53875421935166]",-26614025.33421359,2.5334219596444045
"[82.6917990677163, 35.15153807273608, 23.447115711232723, 100.95741250671638, 44.98396674904557, 92.6245090148142, 102.21730925968863, 140.18847898961965, 104.4215680295561, 79.12483472524109, 99.17191335003412, 133.039352880526, 83.82984460273703, 122.51146153029134, 92.7040284550929, 71.17763448989477, 102.83650634181014, 169.81737759108938, 73.60864080988355, 84.94397019774948, 98.46803104612562, 117.48007128167356, 141.92516259712994, 125.18725829621938]",-12602116.00060258,1.7599968962845243
"[54.79666664488073, 38.63354788871921, 26.30586262785946, 71.41271315622005, 35.49535840089885, 59.90515780292652, 68.1277179699096, 118.11014188211566, 15.764716071770458, 75.50552623750892, 39.31175219875744, 62.84957574472887, 83.86792116169725, 121.25478478982208, 38.81217619548235, 58.46606644747032, 90.52740125509207, 134.27104091498998, 72.46923661528551, 85.62616720488897, 98.59048790765137, 85.88770122965659, 135.0176819020694, 128.13814070449874]",-5563851.579967189,1.3621985355605748
"[82.6917990677163, 89.92426618438137, 23.447115711232723, 100.95741250671638, 44.98396674904557, 92.6245090148142, 102.33219184831148, 140.18847898961965, 107.18040145901739, 79.12483472524109, 99.17191335003412, 133.35592820617896, 93.76357847019241, 122.51146153029134, 92.7040284550929, 71.17763448989477, 102.5694986174816, 169.81737759108938, 73.60864080988355, 206.84423020789265, 98.46803104612562, 117.47932278115172, 141.92516259712994, 137.8529282442873]",-18641666.144190647,2.123030917349313
"[126.37788746451838, 131.0008986605896, 61.75832573259332, 148.6665638889963, 58.178990606085705, 123.4142514452881, 90.1208398590941, 160.59357900191156, 88.31650365732007, 123.98722220389874, 87.42092749767508, 128.26803422014368, 112.92571908644916, 167.6242029496349, 107.59594185948632, 102.48221665186024, 139.81891681608928, 193.0813917839397, 76.48801510987072, 200.4576724220987, 98.80558876619865, 143.8383833309794, 132.51141489246686, 188.53875421935166]",-28118657.57829775,2.619940631272556
"[162.69855771692528, 139.776911040875, 39.64533897745247, 162.61029823724664, 53.825942018716326, 198.35189180004633, 96.63217753236641, 212.47833571026507, 126.47330551016168, 148.0565882641749, 132.8787827526216, 194.35333379698648, 133.22897892031565, 220.9765720091316, 117.00017489618016, 132.06723528307995, 187.31071800752514, 249.9605783470936, 169.96967508603382, 208.6850952026453, 101.95179512710136, 195.47940365869565, 154.48015442101354, 205.44711570984484]",-41956151.382206105,2.9672143785284137
"[96.3418864307773, 86.84236864465689, 26.145725262359285, 91.94184080694751, 31.203754641636475, 70.53335578899558, 95.32861694900043, 132.85726482479024, 70.00638904133531, 77.21926848279308, 46.90376933062997, 132.75092859799068, 112.13428045609044, 124.0512514890772, 107.6998898642159, 70.39208222453608, 91.8780794870818, 156.45622370362497, 75.48260212658963, 127.83767930332523, 98.50161724159746, 126.04600823894009, 96.03886637719212, 135.7455748847834]",-13913626.223245075,1.877491695310032
"[145.19628981499574, 139.776911040875, 65.08644581358077, 149.8715753914285, 70.70409044047821, 185.7093862595755, 92.34650519485795, 213.61452104340987, 126.47330551016168, 147.96466874873184, 132.9898580415541, 196.85008294932211, 133.21071159445114, 189.49300686901825, 116.69687874938217, 168.06014643870054, 183.62064050369224, 238.912514533773, 169.96967508603382, 213.17132027679114, 124.97356920166504, 195.47940365869565, 132.95938591483832, 203.65435096744685]",-41243507.69057011,2.951121465367332
"[54.79666664488073, 38.63354788871921, 23.58735602248133, 71.41271315622005, 35.49535840089885, 59.90515780292652, 68.1277179699096, 119.12587224992362, 15.764716071770458, 75.50552623750892, 39.31175219875744, 62.84957574472887, 83.86792116169725, 109.04084647134565, 38.81217619548235, 58.46606644747032, 87.42900052327089, 100.39367793249487, 69.98657032611843, 85.62616720488897, 98.59048790765137, 86.0074362689814, 132.51558031705758, 129.54681489928169]",-3981894.268824384,1.2709164084703515
"[54.02704472799227, 59.506876414291554, 33.428477089909826, 86.03668742317609, 33.83475517214831, 39.14538819258848, 27.87374232620165, 102.61729237392565, 31.862025334151657, 47.74342225004135, 52.864704253254786, 76.30622285812237, 92.21654971261964, 70.04295062482538, 39.87875360650314, 50.884059668681324, 87.4064299931759, 134.76146759950524, 73.10603187125415, 90.99767168591654, 61.08555364469325, 88.65208651313611, 132.52397237259208, 114.07835158380388]",-3433015.344292373,1.2266956028375657
"[58.143217882760105, 6.879346459197151, 114.29043927622008, 12.879624294991771, 32.63833974153877, 32.444452770173704, 68.44777071552855, 99.2858098750327, 119.08228365274978, 47.21370989963934, 52.42992990820503, 69.69331533187157, 84.2657809132092, 35.0758431049604, 105.76894762827794, 60.102585154541444, 71.50806466886002, 53.7963044671228, 73.17579901636799, 72.98553732383509, 60.34005702136162, 153.51383386541988, 131.84763320078923, 70.57800884259247]",2556268.5600616843,0.8284714276494932
"[96.29414755107248, 102.17309100547047, 5.532728271863547, 90.92165701548907, 52.866017629564304, 97.94098250054962, 95.03259819759346, 158.9319591130384, 69.95055248722616, 77.18259182369097, 100.80714227696397, 108.2132555791677, 112.65950362786408, 123.63886619755571, 75.88675678977009, 69.42280660413242, 91.70978525750657, 153.04833469248499, 76.0473051044926, 140.42347613290798, 99.11225616663454, 134.68640490094754, 132.50517126318786, 147.3044633508098]",-15839306.142907271,1.9852761910783332
"[54.79666664488073, 38.63354788871921, 23.58735602248133, 71.41271315622005, 35.49535840089885, 59.90515780292652, 68.1277179699096, 119.12587224992362, 15.764716071770458, 75.50552623750892, 39.31175219875744, 62.21474933716105, 83.86792116169725, 109.04084647134565, 38.81217619548235, 58.46606644747032, 87.42900052327089, 100.39367793249487, 69.98657032611843, 85.62616720488897, 98.59048790765137, 66.50170884758286, 132.51144994139977, 129.54681489928169]",-3640850.1554715717,1.250040225832648
"[76.84949077120555, 113.45575151337462, 59.95207533594136, 132.41361796852, 45.60534762530208, 112.83933756429806, 100.81000636965793, 158.01839893489208, 125.22843560451619, 107.66024194278569, 122.25118967676913, 173.1325019748892, 110.75184313134906, 122.59339195854696, 94.60560974888514, 101.72912383987226, 125.58361397758836, 171.88732474710582, 75.89868332735062, 167.5215653690415, 99.16217948019252, 167.07962752206063, 141.09875118040452, 203.04765326075724]",-25155695.226454135,2.464757289427885
"[96.07998401417268, 116.45464625970362, 61.764653227636714, 126.11845810475879, 68.5789133358703, 98.02529443733665, 91.24808432374921, 164.35565056802054, 95.10706748843894, 102.92048775165557, 92.38009230810422, 128.7508272393889, 112.65950362786408, 123.63886619755571, 107.94846204823838, 102.0278864753633, 142.59968033570095, 191.14785430934703, 75.55465336919495, 167.0634631789984, 112.2176560596673, 144.95503040492196, 132.50534555712701, 192.30545652118514]",-23659755.57350127,2.409208142869966
"[75.69782986219603, 113.37721179639045, 58.49600167341177, 115.44034112580673, 45.44719324767331, 97.94786323999466, 100.81000636965793, 158.01839893489208, 55.57525953650788, 104.5660237970936, 97.81352518383866, 127.8034661769541, 110.77427307832508, 122.59339195854696, 50.220710343131344, 103.27218811703514, 125.44937319226024, 171.88732474710582, 75.89868332735062, 167.95159784933045, 99.16217948019252, 138.92969084679015, 141.09875118040452, 150.78965565521804]",-20637742.829334557,2.2529638637470564
"[106.18534678303274, 131.14286340149215, 70.99336342772817, 148.8596699412208, 46.644528241276845, 151.82737823339008, 90.41602657623808, 195.227791646272, 128.03397589895192, 118.29104929254439, 123.13049355811565, 168.04762471504506, 135.71125406273526, 202.1769189056868, 75.88111712118061, 139.94614743337453, 134.1846380277772, 195.0613510305438, 102.26551371992156, 201.02578961013384, 97.07217188691763, 165.96450385443697, 164.2337947039879, 202.9541232071731]",-34306863.18756955,2.83334872397072
