param Strike:= 23;

param:	RT_node	RT_hub	Wind:=
140	43.95563367661785	26.9014	4.9991
141	35.04492440365102	26.9691	0.0
142	58.408998649873716	23.7146	0.1777
143	4.671830009100475	21.9265	26.7981
144	57.14929751088769	20.5567	14.884
145	27.32327468342414	41.8825	155.6881
146	27.137748592897864	23.4478	180.4883
147	1.9698423782895735	21.189	187.2763
148	-2.1262173045734443	23.5607	198.4763
149	22.469819480883032	16.408	197.4031
150	0.4286865062735892	25.654	198.6
151	-12.48146036767609	32.3762	198.6
152	-1.94860038936676	20.7145	198.6
153	-8.523541468709071	21.0107	198.6
154	-5.635818326900583	14.1138	198.6
155	-11.839433277699552	8.0941	198.6
156	10.907581627808934	23.3986	198.6
157	13.499227178555412	22.6196	194.0325
158	29.48751584207364	22.6093	174.4324
159	-136.82131933650192	23.971	106.8638
160	15.195218241050782	22.2603	79.2503
161	16.624230328712564	25.831	34.9064
162	611.8663253427467	625.8491	17.695999999999994
163	38.498337815067984	33.8804	7.891
164	21.404867990278422	37.2319	0.4692
165	34.40781537890312	30.5116	0.3207
166	53.713000356252955	30.0981	0.2822
167	33.898359815382804	18.444000000000006	14.245
168	34.847913220487506	26.9213	54.5457
169	20.399041021690266	24.5723	134.9669
170	2.6704744664484683	39.6272	184.7593
171	13.792848464525113	31.416	174.1441
172	-9.605167408134882	24.939	190.8532
173	6.768770145931843	23.5571	194.2975
174	3.888129969172123	28.8969	196.6934
175	10.694330332496287	32.4184	192.1779
176	12.827724717402505	33.5654	198.6
177	13.668880008984226	25.8856	198.6
178	5.3248538238318135	25.1633	198.6
179	-55.82558975202198	25.2055	198.6
180	27.927669715213128	25.8971	193.3702
181	5.389256876387564	23.1282	156.8416
182	32.209980728690645	25.2824	66.6556
183	24.930785385790077	23.6835	39.1448
184	28.02358255885631	25.2202	40.0662
185	-2.4943984282982012	25.6517	37.302
186	16.13979209353149	24.9472	62.207
187	13.143259755186467	24.5441	41.909
188	33.633489198499745	26.5687	1.9206
189	43.11903985232517	59.9018	184.6268
190	-7.238167505845261	37.3219	188.4686
191	27.420086619485406	41.2639	197.6108
192	-2.59245844728736	31.0018	197.3512
193	17.232280998171507	37.5639	196.7973
194	-2.126582683573812	20.8822	196.4171
195	10.441494407385392	20.1046	193.5026
196	2.7213889898005803	23.51	172.9906
197	-2.190057327630029	19.2952	144.4302
198	18.601392992694713	22.768	114.9886
199	4.326008473023858	25.4308	99.7999
200	50.06761187670659	25.6478	105.5794
201	13.39163162275065	26.3114	170.1068
202	-19.585169698866924	23.5686	170.1068
203	24.19741542361493	24.0241	65.9142
204	19.389283301920468	24.3329	25.8767
205	44.091767602804715	23.8138	8.4507
206	25.049291787715603	23.9553	0.6068
207	33.020803271284606	24.7476	0.5628
208	27.39228099634343	24.4868	0.0
209	35.73951750048272	25.0749	0.0
210	40.378081494033005	30.8111	0.0
211	48.01739747245634	27.6505	0.0
212	24.315075080815312	27.132	0.1062
213	31.525440452826572	27.7302	0.5463
214	32.043681482220805	27.5857	10.0366
215	31.545143192765657	25.3171	32.695
216	9.506003780797073	23.0712	124.452
217	25.802320270442838	23.133000000000006	183.4346
218	10.139997496711056	32.1637	197.6108
219	37.20609775690781	31.46	196.8319
220	6.047201852787065	26.2142	189.5284
221	30.387225433679813	21.8221	190.0583
222	11.004545822974828	40.216	186.614
223	2.806103612991649	25.3591	153.6695
224	42.20118687133778	24.9341	162.3207
225	5.580592450316342	24.8006	184.0969
226	-18.993947359215415	21.7527	192.3104
227	5.043127528186466	24.9746	196.7626
228	7.549416876505878	21.7485	196.2846
229	-19.59271563412605	19.8143	198.6
230	14.890314429568873	20.9815	198.6
231	-4.638419299275206	20.9807	198.6
232	18.755473874610196	19.1344	198.0609
233	18.782021934518248	19.4553	193.1052
234	3.3285294977160578	21.9571	198.6
235	23.812755408841014	21.0129	198.6
236	-18.123290043498844	21.3098	197.7147
237	13.577846428996436	20.8455	198.5456
238	-17.458386644343047	19.6927	197.9744
239	8.505099695420782	18.7083	191.9129
240	-3.7016943651830303	24.4784	195.3573
241	-14.943602390327218	19.8321	197.6108
242	-47.013143356268884	20.9334	195.6222
243	12.05373429024431	21.3734	198.1648
244	-0.4655273316499589	21.1059	196.8492
245	5.816436039645937	21.0588	185.1567
246	14.853797798677645	21.9457	151.0741
247	2.1632769548490143	24.0412	121.9985
248	0.7335779711643902	24.6974	125.854
249	21.537427284872912	24.6875	133.2144
250	11.684766534247597	26.5623	109.4325
251	41.84678609232522	26.5191	66.4084
252	-10.376334932883733	28.1718	47.3786
253	32.54834098526537	29.8213	24.4702
254	42.020898300771904	27.8437	6.7715
255	28.424853244641188	28.2296	0.5298
256	29.68548164019693	29.3068	0.1557
257	46.76469473463874	28.2927	0.0
258	-3.4659751287658587	28.6275	0.0
259	34.69907921471003	27.8205	0.0
260	30.759850588697955	27.7713	0.2822
261	19.038720020135287	26.9266	8.2641
262	23.226011146076203	26.0234	24.3424
263	37.5051727250749	49.3616	40.4347
264	12.774910974482125	23.5723	91.7727
265	0.8797142299276359	29.1038	142.3273
266	3.7675307996192093	29.3119	154.2462
267	49.73626221058999	36.7272	151.3625
268	7.1808157284893275	24.0783	187.9387
269	20.597533723250827	28.6794	185.0243
270	-35.93863777272528	21.5291	187.8062
271	30.58193559771266	27.4446	176.4511
272	7.224941596638357	25.0718	157.9951
273	1.2971030385615343	24.4779	167.7998
274	-378.0030883150551	24.5074	170.3952
275	28.23249498902735	28.6117	153.0927
276	-0.6874363741715221	26.1446	149.6322
277	11.053001004481478	26.1307	145.1312
278	-25.106010164200484	26.0389	127.9569
279	3.4076743585770584	26.7961	59.4885
280	22.517149941955275	26.4096	52.8157
281	25.308375626980443	29.9359	65.4199
282	29.29678425362733	35.0505	95.3047
283	117.50315347292076	125.2489	72.3398
284	18.83892474228565	28.0361	77.0027
285	46.079601291480294	27.0521	73.3284
286	14.227062414584827	27.5522	56.2756
287	14.8593365295452	26.4048	57.0171
288	32.204711775498986	25.988000000000003	41.3561
289	7.8467408909741225	26.8488	72.3398
290	-25.336828335184713	26.9145	88.5618
291	27.283427933510698	27.06	27.7195
292	47.83012762108405	27.38	21.5304
293	55.38779526031799	28.2461	24.3424
294	20.45707134498088	28.061	33.2479
295	124.56345867116958	126.3468	36.9334
296	36.417598017156095	33.6708	25.1093
297	36.32270637873814	31.2534	0.7079
298	36.045305352393605	29.5838	0.0
299	31.958568517505174	28.5888	0.0
300	36.146344661282406	27.68	0.0
301	33.15004113660244	27.6008	0.0
302	38.48667757328879	30.6974	0.1612
303	32.45638386913839	26.906	0.1062
304	30.96080029183034	26.8456	0.0
305	30.572489250296826	28.0953	0.0
306	122.67760468828513	126.4801	3.0401
307	35.255030667859	31.3419	18.2072
308	33.976641774852965	28.8609	14.245
309	23.98249426321475	29.6806	8.0776
310	30.059821286210195	27.6855	2.4803
311	12.972055325100325	27.1354	2.2005
312	30.706546543184427	25.741	0.0
313	52.72558171330957	25.2953	0.0
314	22.995874619914765	25.1391	0.0
315	19.22148835608875	25.0241	0.0
316	37.74277894259697	25.3343	0.1557
317	31.29673523852486	25.9105	0.0
318	37.0184423419176	26.9608	0.2547
319	46.953877870072965	36.1127	0.5903
320	40.510990828408104	30.4282	4.8125
321	7.063886727753701	31.0769	0.1117
322	48.936031847549295	30.7098	0.0
323	0.3989575250599131	33.2827	0.0
324	-4.664719029571033	31.1455	0.0
325	34.7393949525107	28.9958	0.0
326	9.852112341003243	26.3222	0.0
327	61.512658229021156	26.3508	0.0
328	25.317176285838336	27.7271	0.0
329	26.500585020113864	27.2092	0.0072
330	52.352574523676566	31.4458	10.3164
331	6.869799093630661	27.6766	21.5304
332	11.77365880186628	30.4967	27.5352
333	21.666674708134977	27.157	31.7736
334	15.8618713690964	26.0947	31.5893
335	22.126545843545237	23.758000000000006	31.7736
336	-6.550910481962858	21.5149	50.8385
337	12.635816201741193	22.1015	118.4936
338	-30.716565028058852	22.0532	139.8738
339	5.142165796398231	21.7119	104.9373
340	26.018667476831652	21.2078	101.7264
341	7.952647503718445	25.1903	180.7767
342	-10.56675142101249	24.5708	169.8185
343	5.324442932816584	25.9899	155.3997
344	-37.274041013584814	25.4528	159.7253
345	19.813276495041094	28.773000000000003	68.3856
346	24.125749599828183	26.2693	56.0285
347	32.733003206712034	26.2526	58.7471
348	4.2600394329216655	23.8847	57.5114
349	24.000641261068477	23.7245	44.3046
350	6.702884568161576	22.0185	41.5404
351	2.5456269426929587	21.6027	35.6435
352	-28.34938441834236	21.6938	36.7491
353	13.192077737782972	22.5305	28.2723
354	36.06182267450826	27.8427	2.6669
355	19.380803299933692	27.369	0.3317
356	13.839747209304754	29.1394	4.9058
357	40.541390479867815	33.9008	23.0642
358	-48.523527374068976	27.3326	66.6556
359	-5.505248589819082	24.4267	115.6896
360	24.64212801605021	22.8474	109.4325
361	-0.7567448120439481	23.1152	87.5986
362	46.26404197624615	25.4405	88.5618
363	25.826930907874264	25.3602	117.7926
364	-12.661866224137436	26.681	99.7999
365	5.3362168082583885	26.0675	181.6418
366	16.587122320376164	27.4209	185.1567
367	34.77028857844461	67.3107	198.6
368	11.246288163341463	31.3022	198.4244
369	-26.088607488496514	23.8837	193.5026
370	17.120846261121102	30.0026	145.1312
371	32.27280756907459	27.0099	124.8025
372	-6.676133903610637	21.1985	135.6678
373	-42.948239608976714	19.5191	162.6091
374	3.883319420053192	19.611	175.2976
375	-2.8079271837676347	18.9529	183.9645
376	0.9678717533764284	18.3423	193.2377
377	13.69835362327667	19.1789	196.1521
378	-4.614627345435568	19.2161	197.6108
379	-21.824828505054093	14.9348	198.6
380	-5.785950871378574	17.4933	198.6
381	-2.972195434391025	17.6139	198.6
382	-22.82815943412591	19.318	198.6
383	-7.29908589247871	12.4256	198.6
384	-14.626821485052535	7.3276	198.6
385	15.739368831971634	24.0644	197.5935
386	-19.324234126385512	22.1897	198.6
387	11.701220580832144	33.4835	196.7453
388	-2.316806401256041	20.475	173.8557
389	68.02764624881209	70.0916	133.2144
390	14.968925268072253	29.5069	197.2993
391	-4.24938782860529	29.6936	198.6
392	-2.7747604622604847	30.2552	198.6
393	12.852440712346285	35.0849	198.6
394	7.555270986457881	32.1416	197.5762
395	-0.553504850096914	21.0685	198.6
396	2.312924571310454	18.7471	198.6
397	-36.37077519576407	22.5483	198.6
398	-93.50928031250328	19.3981	198.6
399	-3.2098023754314298	15.6598	198.6
400	4.318122104194508	16.5433	198.6
401	9.413870745575645	21.4371	173.5673
402	272.5724554578824	271.0434	116.7411
403	11.351828371488015	29.4879	41.7247
404	35.6465913409696	30.7731	23.9589
405	60.64994451317809	30.3675	23.4477
406	-73.48040071995754	25.5118	24.2146
407	48.713401955389465	23.7167	3.4132
408	-47.70527974424941	23.4545	3.6931
409	15.88095133898863	28.5539	90.1673
410	-1.835052683392405	22.6246	168.0882
411	5.3717093258229625	39.3245	198.6
412	12.623057332830768	32.8386	198.6
413	21.587637232498388	41.36600000000001	198.6
414	-1.4934471338336337	19.415	198.6
415	24.402674846478032	26.4569	198.6
416	8.409495619113956	28.3248	198.6
417	-10.076935447401516	23.1449	198.6
418	-1.8785600947808019	20.0367	198.6
419	-1.9414586436762955	19.6897	198.6
420	-50.548461499165455	19.6335	198.4937
421	7.487692374870262	19.27	148.9867
422	26.352152621281217	19.7792	70.3627
423	13.881725272701287	19.7114	23.192
424	9.165852982287387	20.5737	17.8238
425	31.715986861177825	21.2236	62.4542
426	224.67569874459053	240.8144	55.2871
427	-27.21849471179565	23.5394	57.7585
428	42.123654326734936	23.5332	74.434
429	16.166654304873376	24.0728	59.2413
430	20.00213340874215	24.6112	19.3576
431	26.99030194632085	24.1142	2.8535
432	34.56897592105592	24.6945	9.7567
433	29.85757914229511	21.8005	7.9843
434	26.385371313724853	22.3415	0.1282
435	30.159253141936556	22.4595	10.6896
436	22.68098853359126	22.182	2.0139
437	33.13702877409179	22.2437	0.3317
438	40.876247533714256	21.8541	9.3836
439	27.29240106589736	26.4662	11.6887
440	25.931071314592682	24.9719	9.7567
441	49.24218592064553	25.3511	13.8615
442	45.57277348225992	25.5055	0.0
443	23.45986894583238	26.2211	0.0
444	27.63473774641386	25.3149	0.0
445	35.39082208758711	25.8289	0.0
446	25.90827572075603	24.206	0.0
447	28.64080905524392	23.2533	0.0732
448	18.773228707330933	23.3524	0.4802
449	27.290954510593444	23.5876	8.0776
450	15.814044885555663	24.9477	34.9064
451	34.84718904862995	25.1748	90.8095
452	14.642313073871016	24.2458	74.1129
453	19.275412864196305	23.819000000000006	135.6678
454	-530.2612378060144	33.8321	114.6381
455	3.880416811470184	25.2567	136.3688
456	8.76044356666474	20.8082	165.7812
457	-25.69321123139009	20.592	142.6778
458	3.9011488510607966	20.0928	128.3074
459	2.3982164355203075	20.1849	135.3174
460	20.60767728328621	23.4346	123.4005
461	27.583071149672193	29.5999	75.0762
462	19.256042016493982	21.0817	119.545
463	32.46027942642231	22.7548	72.8341
464	15.23286593098641	21.6556	53.0628
465	14.915692076023074	23.4636	75.7184
466	-639.6251465898121	24.1382	120.947
467	-0.9330062786671824	23.3902	143.7293
468	-13.172600327871628	21.9548	102.0475
469	17.98048505249409	21.9528	67.6442
470	-21.891659438418948	21.6694	36.3806
471	45.80795668333969	21.3945	26.6138
472	-71.82043277139984	21.0167	35.6435
473	17.188304273011347	21.7084	35.2749
474	28.168951072680024	25.1014	41.5404
475	35.893511642243645	25.3679	8.1708
476	-2.7744030101567603	25.1682	2.3871
477	24.377371000278327	24.572	7.4246
478	19.205381290629155	23.6522	11.6887
479	33.289320001586425	21.9198	28.2723
480	-8.112072413890031	21.0369	42.0932
481	8.128242840063663	21.3109	57.5114
482	10.889800553786461	21.4469	46.6371
483	35.18744976723264	21.618	31.0365
484	25.045035611114727	21.8921	84.3877
485	2.096939613427168	22.8587	90.4884
486	25.843405325794805	30.9902	82.7823
487	21.03909667737077	25.5195	64.6785
488	33.111464019959485	24.6733	40.2504
489	17.773953206765558	26.1603	23.9589
490	18.81518181368453	26.2007	40.8033
491	25.36975323914047	25.3576	12.1999
492	45.32610590956838	24.9741	2.3871
493	-0.8137593334709017	23.7328	0.3592
494	33.657471083036555	23.9897	0.3977
495	50.262354551221144	24.8174	1.9206
496	32.243894074554035	26.076	3.0401
497	39.073821059150205	26.0316	7.6111
498	59.415847630390616	79.6108	22.8086
499	21.94330234445147	24.7977	36.7491
500	23.92414881608697	26.3447	25.6924
501	30.99024948899014	24.8349	34.7221
502	53.04255590295226	22.445	34.9064
503	15.868696887206655	22.0534	33.2479
504	10.620558511304672	21.684	27.7195
505	22.026041209758578	21.9532	10.3164
506	56.70127022251133	22.0211	1.4542
507	48.890596721078175	22.0171	5.4655
508	30.895354870758876	22.6024	2.8535
509	36.04482981799024	23.823	0.4032
510	-10.805764257631472	26.7728	0.0
511	88.12166989744263	123.6144	14.884
512	34.59326024757678	25.8681	36.1963
513	-2.920962392143029	24.5145	22.553
514	36.4243836920446	29.0288	15.3953
515	27.40565972563881	27.119	10.6896
516	28.7567452045691	26.1674	32.1422
517	8.716908061723549	24.3108	54.2985
518	-83.51433779282905	24.9321	43.1989
519	24.880837960698766	25.2489	41.1718
520	34.06971825025852	33.5024	15.0119
521	30.888521663015762	26.5257	3.1334
522	30.8947344052308	27.3277	4.5327
523	33.23544323690675	26.438	26.2453
524	34.97879030997341	26.2424	17.8238
525	66.70104465892729	26.0995	7.0514
526	37.57919359758136	23.736	0.0
527	22.645544391246577	21.853	0.0
528	24.42031045724973	20.5428	0.5463
529	25.575963481534515	21.7721	53.8042
530	44.91505629507488	20.8927	75.7184
531	14.422202695345408	21.6273	110.7826
532	4.498531596151718	21.7424	147.5847
533	5.742969107951385	23.3162	153.0927
534	0.8500185317102975	24.4876	133.5649
535	506.8309276129965	500.0726	146.8837
536	44.805571575059204	27.704	159.7253
537	31.047054149425684	25.935	38.5919
538	28.076446974896932	25.1538	13.7337
539	31.311649565934147	25.7485	19.2298
540	24.945423762057864	24.6601	23.8311
541	36.35157555499333	23.5835	36.7491
542	42.69730902311298	23.5345	39.6976
543	21.088670669160074	21.0875	48.8614
544	-14.054932085664735	20.8528	55.2871
545	29.40320822742219	20.6958	57.0171
546	14.94264964461086	22.6877	139.8738
547	18.81392985678947	20.3296	184.7593
548	4.867979856196733	21.4315	189.2635
549	3.6542088804391177	27.1855	190.0583
550	-183.1816096071679	0.8087	152.8044
551	-12.813600820590215	0.3175	183.6995
552	-4.392125223960977	-2.463	197.4897
553	-20.03916031683261	22.1665	198.6
554	0.2897874177517963	18.6835	191.7805
555	-2.5059586318040026	17.2439	146.5332
556	-31.148211160543234	17.5115	132.5134
557	41.2525277638344	24.9804	137.0698
558	3.752875446068384	20.7388	167.7998
559	1.5979824059594137	21.6721	151.0741
560	20.235459493030977	20.315	117.4421
561	24.336152601712467	25.7149	36.3806
562	665.8158058171742	663.5022	8.3574
563	19.36961521378413	23.8733	19.1019
564	22.43413527878274	21.64	46.6371
565	9.932059137393074	20.9627	102.3686
566	-42.024804261192635	-27.9578	136.3688
567	-4.724961019129643	19.4717	153.0927
568	-1.2232198072861564	19.6286	170.3952
569	4.175564142402019	19.7285	121.2975
570	14.277396529166383	21.357	144.0797
571	13.684960846726177	16.9748	186.7464
572	36.347439018782495	20.3822	178.7581
573	15.952904321373007	18.9052	83.7455
574	-9.80968012127833	19.0676	133.2144
575	2.1843110966005206	17.297	153.9579
576	-4.2891764184244705	5.987	196.7973
577	-9.27388435643299	17.1647	197.6108
578	5.5922831435989835	4.5002	198.3206
579	-23.23714229533433	4.5391	197.23
580	-50.5409697598754	-31.5463	182.7722
581	-14.267856218873336	0.0195	185.8191
582	-14.644320018478012	4.9274	151.9392
583	-9.905814397891234	18.3566	162.3207
584	-3.9302119297063207	16.7833	159.7253
585	13.475425743726289	20.0987	174.1441
586	-7.714023459421713	19.112	197.5416
587	1.3467049724424989	19.3453	198.6
588	-16.348248385366073	17.8036	198.6
589	19.295360265007847	17.644000000000005	198.6
590	8.769420386194206	14.2366	198.6
591	22.56600028628439	17.0817	198.6
592	-1.5228858235482434	16.8302	198.6
593	-57.702130958651495	19.8114	116.3906
594	32.525825041266735	29.3176	103.974
595	14.115727858628814	24.7117	87.9197
596	25.45642385234038	28.2371	53.31
597	13.10511869726948	26.9783	16.4178
598	38.749223280703454	25.0611	0.2602
599	34.25824549840424	23.7819	0.2437
600	14.27547178006007	21.9783	10.6896
601	8.033629957709676	21.2085	45.7788
602	-13.600298934310624	20.1912	181.9774
603	2.281827336902793	22.2032	185.6866
604	36.69114461431108	42.9937	189.3959
605	23.023028832647643	30.817	196.5496
606	-5.284675196428567	17.9553	196.4171
607	43.4444817998688	59.1637	197.8532
608	14.11602633471522	22.9906	191.3831
609	-10.539466048512768	22.2848	160.5905
610	11.147330546589803	30.2302	99.4788
611	30.07366287301945	25.6131	89.204
612	16.157538940937055	23.2336	132.8639
613	-5.712488350475872	20.516	155.9765
614	-32.77610932599896	21.6032	157.7067
615	13.225940937454515	19.4657	136.3688
616	2.206443327104733	20.5962	62.9485
617	11.506263746132117	21.1113	58.4999
618	26.01359417954349	24.6261	52.3214
619	20.38712836892199	25.6758	28.8252
620	42.59226917157612	28.4424	18.4629
621	31.239490477618357	24.7469	34.3535
622	-49.94697028215386	23.9182	29.0094
623	14.052973709768144	24.4558	22.2973
624	-0.07580004807999785	23.9628	9.4769
625	-75.05240862619155	22.9192	14.5006
626	11.147047530568845	22.204	56.5228
627	13.66674416603698	22.1067	77.3238
628	21.23516999965416	22.3741	95.3047
629	-4.846729844100782	23.0491	136.0183
630	21.256527623719226	25.4839	75.3973
631	229.94538786219402	240.4916	49.3557
632	24.654640131033567	25.398000000000003	67.6442
633	45.961114963043634	24.2851	35.0906
634	36.8037026132089	25.392	3.7864
635	27.844640270460573	25.7646	9.5701
636	37.71374561136146	24.3433	13.8615
637	-136.02992382589923	23.0514	56.0285
638	38.4651872276131	21.7205	72.0927
639	10.510719644995124	20.9025	76.6816
640	7.67183098989191	20.6637	64.1842
641	-40.32795080830603	21.0121	105.5794
642	8.181404803403707	21.4374	161.1672
643	-1.3757108578844068	18.6023	161.744
644	-0.6144764279857036	16.113	159.1486
645	-1.5847082557814682	17.7824	175.2976
646	-8.98714078485448	-2.7004	188.866
647	-127.44724890929001	-31.4258	198.6
648	-71.59698564953764	-35.2919	198.6
649	-1.4391815932853405	15.4861	198.6
650	8.856879747484873	13.8271	198.5283
651	-12.335239837366895	14.3379	190.5882
652	7.113688550720326	16.5312	195.6222
653	2.298497326570516	18.9254	193.7676
654	3.2363933315670863	18.7556	198.6
655	16.68023649166014	39.1435	198.6
656	-15.138431811880164	-0.8224	197.5935
657	-29.721352663801195	19.4524	154.5346
658	9.275391679742246	26.2896	157.9951
659	12.639984462322188	23.5251	103.3318
660	46.085991863769614	46.1401	44.6731
661	64.02583391731265	40.977	33.4321
662	19.97624594539191	27.59	49.6028
663	17.858199655193086	21.6245	45.7788
664	33.809330480574154	23.9968	13.6059
665	-96.39698392434386	22.8614	0.0
666	48.22928179063796	38.9284	7.0514
667	24.434458346838174	24.4137	30.668000000000006
668	35.7401196735484	23.6421	44.1203
669	-2.4617434555752418	25.0692	163.1858
670	7.053933833571577	39.6076	142.6778
671	-9.643419527804552	-1.7176	167.2231
672	12.448079867127076	19.5094	155.3997
673	-6.243741250178318	13.0557	137.4203
674	-10.497263839451179	15.6541	160.0137
675	-20.404647556546088	10.7424	113.9371
676	-15.650843594986476	0.003	182.1098
677	4.853142264838755	17.4603	194.9599
678	2.538831696190368	26.212	197.0915
679	8.25494016133775	22.0836	198.6
680	-10.878963114636658	8.5774	197.9917
681	0.203925708693113	39.546	198.6
682	-2.5109347641683293	20.7786	198.6
683	2.230446670874082	14.5223	198.3725
684	-17.271537320405688	19.2763	193.1052
685	33.4746115724612	19.8689	163.1858
686	-3.1976362143529826	20.0671	182.2423
687	8.389314290392742	20.0576	143.7293
688	8.398516376852168	19.8919	114.9886
689	17.366582403307508	26.3338	71.3513
690	75.1389415624288	51.794	83.1034
691	41.4806980573031	30.4073	85.9932
692	16.36700063514221	33.8615	76.0395
