hedgetargets,strikeprice,DeveloperProfits,ratio,,,,,,,,,,,
"[109.90964564750996, 83.9748462009542, 102.29840765650846, 82.5090130374618, 18.154903540167215, 57.9926418558392, 123.0436996619044, 104.19051729996613, 77.0156872308619, 72.32864621364864, 94.51343998052309, 106.96688784890378, 154.94764987439675, 107.4333398140651, 125.31106316491073, 66.76707556083021, 170.19977808698906, 71.07449188572036, 60.57412429378562, 78.69226084521807, 113.38557649113484, 105.99492107628473, 116.60058661661749, 100.57618003224624]",14.00474425,-8368450.431,1.612871887,,,,,,,,,,,
"[109.90964564750996, 83.9748462009542, 109.50529145017303, 82.5090130374618, 18.154903540167215, 57.9926418558392, 127.01734225005836, 104.19051729996613, 76.0561062326176, 72.32864621364864, 94.51343998052309, 106.96688784890378, 135.24574394658308, 107.4333398140651, 73.26051187386747, 66.76707556083021, 170.19977808698906, 70.96746005995377, 60.57412429378562, 78.69226084521807, 112.33110919211914, 106.39893629906065, 116.60058661661749, 100.57618003224624]",14.00474425,-8038007.981,1.597961515,,,,,,,,,,,
"[109.93475136802434, 74.49857536530952, 136.59984299522384, 91.80471131205232, 22.67109012835865, 51.946153424446344, 127.03036359109208, 103.48939127792772, 102.42567171785555, 59.516784399951426, 78.74796022065938, 79.96573256130796, 154.9644533555581, 88.60396824331286, 124.68394709537766, 63.15965409535986, 169.94674305699382, 83.45276096595803, 28.095997972402095, 76.5260052082346, 134.92417024285314, 126.67776209201544, 131.2783873748263, 103.60654324545035]",14.00286385,-7501846.069,1.546092611,,,,,,,,,,,
"[109.93475136802434, 74.49857536530952, 136.59984299522384, 91.80471131205232, 22.67109012835865, 51.946153424446344, 127.03036359109208, 103.48939127792772, 101.46609071961126, 59.516784399951426, 78.74796022065938, 79.96573256130796, 135.79042774740083, 88.60396824331286, 72.6333958050212, 59.69189096987853, 169.94674305699382, 83.34572914019145, 28.095997972402095, 76.5260052082346, 107.10479532639667, 127.08177731479137, 131.2783873748263, 103.60654324545035]",14.00286385,-6938888.151,1.518669623,,,,,,,,,,,
"[109.75220438313728, 74.49857536530952, 137.12991145918463, 82.38314657800883, 24.059036347003143, 51.946153424446344, 126.30748013806424, 103.60325613287148, 81.0537205315385, 57.70149673114988, 53.6572040061747, 70.96728230186915, 153.9207458142751, 87.90121090220644, 124.54275762937209, 62.036946551779195, 174.65902078815614, 96.69713228135839, 65.64261200970341, 74.86726180491502, 119.97314951134676, 121.43317954059572, 139.04242781569656, 85.27287508231642]",14.0865311,-6646416.242,1.488285815,,,,,,,,,,,
"[110.71605020333887, 68.3879644366329, 133.06871580305585, 88.38397993787623, 24.059036347003143, 69.02115195944135, 126.93253027194794, 104.47139306335615, 85.54481837118298, 59.598721128180415, 140.68520944457742, 56.4772249830461, 137.34866586675025, 88.60396824331286, 125.66931191140435, 61.77288127588513, 169.9902019979961, 83.83656732143376, 68.39402304514795, 63.50838662169853, 111.09467054719651, 111.74448330193627, 138.72031861806298, 104.29071203710161]",14.2429304,-6147054.317,1.432397138,,,,,,,,,,,
"[110.71605020333887, 68.3879644366329, 132.8703377930104, 88.38397993787623, 22.888940249809778, 65.90615842677322, 126.37843385416913, 104.47139306335615, 85.54481837118298, 59.598721128180415, 140.68520944457742, 56.4772249830461, 137.3575240839732, 88.60396824331286, 122.97865869656847, 61.77288127588513, 171.3527283435269, 83.83656732143376, 64.10144659208248, 63.50838662169853, 109.29131750133428, 111.74448330193627, 126.13586474222328, 89.62689805771608]",14.2429304,-5572994.237,1.39644683,,,,,,,,,,,
"[126.08927588345344, 75.09181595623508, 145.31825604423767, 63.59715315277137, 168.61063972419495, 51.770037478333094, 144.5151669065946, 103.3325262833079, 64.51949436920611, 68.46017820151333, 74.85191022388068, 33.87058318808197, 137.96615983592974, 78.28371696703589, 122.70397416844408, 84.24881938979831, 184.3539474518709, 85.8809639661219, 146.34900090009316, 43.5811483301282, 124.25866082699814, 139.46694568664995, 80.86137829693746, 69.54268770102613]",14.01406335,-5567542.658,1.335568052,,,,,,,,,,,
"[109.57948708574133, 75.68908717112117, 132.72527246928462, 63.59715315277137, 168.61084255581278, 51.07462782795638, 145.6025548696412, 102.61580880934855, 64.12694780676647, 53.15237431817709, 88.53469516709589, 39.906986541180885, 136.4145074854852, 70.65396671225653, 122.66150072986751, 61.414708098263155, 169.5231052316255, 83.53411184001365, 144.38880176582586, 43.5811483301282, 240.81323048379704, 130.80294775303585, 136.42897560153202, 72.2766632316213]",14.00792473,-4823210.742,1.285385608,,,,,,,,,,,
"[109.57948708574133, 75.04197631016802, 132.72527246928462, 63.59715315277137, 168.61084255581278, 51.07462782795638, 145.6025548696412, 102.61580880934855, 64.12694780676647, 53.15237431817709, 88.43279233081645, 39.906986541180885, 136.4400474319373, 70.65396671225653, 122.66150072986751, 61.414708098263155, 169.5231052316255, 83.53411184001365, 144.38880176582586, 43.5811483301282, 240.81323048379704, 130.80294775303585, 80.86137829693746, 66.18744647574994]",14.00792473,-4256176.586,1.253529156,,,,,,,,,,,
"[95.88889221125588, 10.561329393785089, 129.95960206105644, 47.084046707567275, 179.02505941368975, 58.531258595860194, 145.119028968261, 104.1291208262723, 195.8654315538718, 58.36271661245532, 53.12540332117961, 28.78022180582175, 208.66195389449945, 70.59412379416055, 124.31642298706736, 65.66485642510385, 204.74892573882627, 82.0395005432578, 147.6742602783891, 43.03443250114831, 242.00660974192823, 116.41104071322866, 128.59429215143413, 91.76179370391958]",14.01359161,-4092536.875,1.193194053,,,,,,,,,,,
"[63.231054887944005, 14.903480858913845, 70.4991629277443, 68.76653667166855, 99.172378558677, 58.531258595860194, 147.24617718107154, 52.609999283052204, 196.0096073775744, 58.38499668744611, 147.65306110531395, 31.818251829692194, 209.56101822582207, 60.55194918828285, 120.43165317746993, 62.545343458209985, 211.31761423211086, 117.61267663725792, 211.46835378267576, 32.7571543650834, 244.08969660047285, 124.13485356947704, 128.43466494140017, 81.07849435470877]",14.08200283,-3748494.898,1.154999401,,,,,,,,,,,
"[108.84994849663055, 9.688813446415331, 132.295456698668, 47.428948990949266, 168.9486860440075, 58.54986097607042, 143.23555091553914, 104.1291208262723, 201.087631903477, 58.366363462318525, 56.41195429153934, 41.939339888714485, 212.74884883440194, 70.21151986545503, 173.2482669937562, 75.16280890989444, 177.3600646346117, 48.013679260037975, 137.74806371852003, 42.86508710389159, 234.82851607256538, 124.19902090874042, 81.62436941647519, 85.44240996829815]",14.02059436,-3345173.409,1.135173833,,,,,,,,,,,
"[97.03412250179352, 9.688813446415331, 132.25788996379814, 47.20370476058758, 168.964763181114, 58.531258595860194, 102.60996381658788, 104.1291208262723, 200.97688582918744, 58.35386752375969, 56.41195429153934, 41.40613443823863, 210.304578717545, 70.59412379416055, 173.04471166323208, 65.69784364016442, 177.3600646346117, 48.013679260037975, 194.6061441283877, 42.86508710389159, 245.52298683106554, 131.90093455472248, 128.20012039998915, 85.93872188691833]",14.41601486,-2907534.891,1.078463923,,,,,,,,,,,
"[108.1558589811768, 14.92073443521796, 129.95960206105644, 46.71833274461234, 168.61310978520163, 58.531258595860194, 145.98469107500782, 104.1291208262723, 191.32554758986126, 56.798861151253064, 88.43281681457958, 28.0602874110048, 208.64106470913862, 70.85561943167191, 129.77120268399042, 65.94636414652962, 177.37934891144977, 48.013679260037975, 141.9859860428091, 43.03443250114831, 241.03651741007653, 130.24093853438342, 120.80077957043697, 78.75472206916169]",14.58711448,-2019726.611,1.035049247,,,,,,,,,,,
"[108.1558589811768, 14.889492545006803, 129.95960206105644, 46.71833274461234, 168.59024650007814, 58.531258595860194, 145.86712556553604, 104.1291208262723, 191.32554758986126, 56.798861151253064, 88.43281681457958, 28.0602874110048, 208.64106470913862, 70.59412379416055, 129.77120268399042, 65.78888712739115, 177.37934891144977, 48.013679260037975, 141.9859860428091, 43.03443250114831, 245.52298683106554, 120.12715289468792, 127.98071150337826, 78.75472206916169]",14.80690415,-1518112.597,0.99705729,,,,,,,,,,,
"[96.91490854200718, 15.623181211756766, 130.00096182133257, 47.2038913078123, 175.5514011386942, 58.6066558260971, 126.24279912893083, 104.1291208262723, 193.51069501132505, 58.366387284634555, 88.43281681457958, 48.02089741501207, 206.39466141456387, 70.42433039921816, 129.87754870765434, 62.12111333708537, 180.02675720271148, 38.26402408314206, 198.89374638676856, 49.498271209509, 147.70376741544382, 130.24093853438342, 145.3361246337078, 85.93872188691833]",15.43085597,-1273780.639,0.949713876,,,,,,,,,,,
"[95.614521677444, 15.314882029258438, 129.81766040542595, 24.19196480451034, 156.9716682606859, 45.465843429586585, 145.74488194791394, 104.1291208262723, 202.66225829632094, 58.09819713054114, 120.55855070594885, 24.937651625721053, 208.84008739511995, 70.43997307301969, 129.67720662664877, 25.271546255184372, 213.2414726195438, 80.25900623667368, 211.46835378267576, 75.50254511915057, 144.24888852853687, 125.99524372846578, 143.6253153790145, 85.27794078128649]",15.76815108,-700648.6745,0.905703408,,,,,,,,,,,
"[95.614521677444, 15.314882029258438, 129.81766040542595, 26.47040903866942, 156.9716682606859, 57.866385591895735, 145.74488194791394, 104.1291208262723, 202.66225829632094, 58.09819713054114, 120.55855070594885, 27.18676105114928, 208.84008739511995, 70.59412379416055, 173.95980110295102, 28.791864574165587, 213.2414726195438, 80.25900623667368, 211.46835378267576, 43.059335779655214, 247.00713819700292, 125.99524372846578, 143.6253153790145, 85.15953347751244]",15.76815108,-391218.1609,0.870498284,,,,,,,,,,,
"[97.03412250179352, 9.630520304426772, 132.25788996379814, 48.5949886036995, 81.77412239449885, 58.531258595860194, 102.60996381658788, 104.1291208262723, 200.7052824640794, 58.3540363355694, 56.41195429153934, 41.40613443823863, 210.304578717545, 70.59412379416055, 173.04471166323208, 77.57437016726529, 175.85481543639384, 44.477573480949005, 194.3892611087484, 42.86508710389159, 246.20547681641557, 131.90093455472248, 128.20012039998915, 86.05229674987672]",16.1565027,151411.665,0.837599278,,,,,,,,,,,
"[97.03412250179352, 9.688813446415331, 132.25788996379814, 47.20370476058758, 83.78324343230236, 58.531258595860194, 102.60996381658788, 104.1291208262723, 200.7052824640794, 58.35386752375969, 56.41195429153934, 41.40613443823863, 210.304578717545, 70.59412379416055, 173.04471166323208, 65.69784364016442, 177.3600646346117, 48.013679260037975, 194.3892611087484, 42.86508710389159, 246.20547681641557, 131.90093455472248, 128.20012039998915, 85.93872188691833]",16.27520166,607412.7097,0.815627269,,,,,,,,,,,
"[96.33217616535507, 75.03844639907463, 72.51243562360723, 80.23869176576967, 170.42522272178326, 58.7767953007449, 126.37982064849913, 92.21841313800284, 65.77326627430611, 99.44473895384257, 88.22686047192329, 24.38993336343351, 156.26599939868203, 87.48351757191782, 122.58141551406752, 61.00273821354888, 192.39665615756547, 85.8809639661219, 135.8556342069562, 43.5811483301282, 139.55366508053868, 142.17637661815402, 146.4879498119493, 67.97454857444848]",18.3455947,1102142.218,0.725140589,,,,,,,,,,,
"[96.33217616535507, 75.03844639907463, 114.9840054516801, 80.23869176576967, 170.42522272178326, 58.7767953007449, 126.37982064849913, 92.21841313800284, 65.77326627430611, 99.44473895384257, 88.22686047192329, 24.38993336343351, 156.26599939868203, 87.48351757191782, 122.58141551406752, 61.00273821354888, 192.53892667963026, 85.8809639661219, 211.98473093927927, 43.5811483301282, 146.28835468211736, 123.98758243913899, 146.4879498119493, 67.97454857444848]",18.3455947,1165698.546,0.715344291,,,,,,,,,,,
"[96.33217616535507, 75.04197631016802, 114.9840054516801, 65.80577916853143, 170.42522272178326, 58.7767953007449, 126.37982064849913, 92.21841313800284, 65.77326627430611, 99.44473895384257, 88.22686047192329, 24.38993336343351, 156.26599939868203, 87.48351757191782, 122.58141551406752, 61.00273821354888, 192.53892667963026, 85.8809639661219, 211.98473093927927, 43.5811483301282, 133.8722113179566, 118.6533985352002, 81.88949137281897, 68.90671482963697]",18.3455947,1811374.518,0.694113804,,,,,,,,,,,
"[96.7777560362299, 75.04197631016802, 117.32356130488627, 63.32946972107058, 168.6122724618575, 58.7767953007449, 126.38591233103381, 92.21841313800284, 65.77326627430611, 68.65757392057147, 88.43281681457958, 33.71092637187659, 156.24304199337726, 87.48351757191782, 126.83171212968224, 61.00273821354888, 185.0862487224641, 83.66988027964697, 197.1366695631147, 43.5811483301282, 133.8722113179566, 131.4353011724101, 81.88949137281897, 68.90671482963697]",18.53796159,2361260.791,0.670371524,,,,,,,,,,,
"[108.63231246547066, 75.04197631016802, 135.67072836082963, 65.80577916853143, 170.42522272178326, 58.7767953007449, 126.37982064849913, 92.21841313800284, 67.2658079374543, 99.44473895384257, 87.94033035679348, 24.977780933884823, 132.71165071953348, 87.4853959920304, 119.89849649749671, 61.00273821354888, 186.55695459908623, 85.8809639661219, 211.04680250728052, 43.24710498651373, 133.81500595406337, 118.6533985352002, 83.5294108893724, 68.90671482963697]",18.96125175,2805480.712,0.633316216,,,,,,,,,,,
"[102.33462520918906, 16.37815763750377, 68.6335321663683, 82.60156269720308, 170.97835961870425, 58.531258595860194, 124.4665050505643, 51.660981554561, 196.22908731479308, 58.38499668744611, 59.72713064893777, 43.8739636642818, 132.74395667536814, 132.35194319319817, 148.71676264356188, 63.072586453448494, 193.29017138286963, 49.43569341813862, 211.46835378267576, 43.637922389611106, 246.99090935668625, 116.10664278072494, 128.41729890142463, 81.66232645142122]",18.74679638,3261535.25,0.605655278,,,,,,,,,,,
"[102.33462520918906, 16.37815763750377, 136.36211136412453, 82.60156269720308, 170.97835961870425, 58.764709266262095, 124.4665050505643, 51.660981554561, 196.05050058241636, 58.38499668744611, 59.72713064893777, 43.8739636642818, 132.74395667536814, 132.35194319319817, 118.65738266182157, 56.10348914892544, 193.29017138286963, 49.43569341813862, 212.07511463704407, 43.637922389611106, 248.34733326109114, 116.10664278072494, 128.41729890142463, 81.66232645142122]",18.74679638,3440654.364,0.600362363,,,,,,,,,,,
"[110.10719290847092, 14.916156504201595, 139.32370830873174, 63.59715315277137, 177.09916871863732, 58.7767953007449, 125.08795031259525, 81.27890250019945, 200.14223379460162, 68.65757392057147, 119.28839197978984, 33.79429647763858, 133.49238080079212, 67.31656907216785, 118.59631456490584, 61.00273821354888, 194.7065429780609, 49.89214835894447, 212.9279913686397, 40.541772468053935, 240.81323048379704, 133.8940253498873, 127.98071150337826, 73.25758766387005]",18.54752644,4498530.283,0.564073338,,,,,,,,,,,
"[110.04274668272014, 14.916156504201595, 139.32370830873174, 65.70958395790831, 165.7713841371177, 58.7767953007449, 126.43646152516418, 84.04667758173544, 200.14223379460162, 100.85647087044786, 88.15362005112488, 28.78022180582175, 133.49238080079212, 67.31656907216785, 118.59631456490584, 52.97877728775182, 186.8548623786287, 49.89214835894447, 212.9279913686397, 43.042289340810015, 240.81323048379704, 132.6443768019814, 127.98071150337826, 69.36126527344354]",19.27345291,5550922.035,0.508586794,,,,,,,,,,,
"[107.09140389228013, 64.59560922489463, 101.74087094970943, 110.97485579278379, 79.9684791561474, 44.06724767087898, 127.29043024606771, 27.862709162187308, 86.393029433023, 110.33966383272981, 163.83445596468474, 46.11513916417606, 211.42777711863494, 71.99605508557255, 139.0627589572395, 66.29426272213458, 206.42472443819247, 113.54694273968046, 61.798150429948215, 108.87358283247697, 162.047048341214, 131.81531797276105, 237.00635252060962, 145.90936830577817]",23.14483703,5694710.794,0.444684311,,,,,,,,,,,
"[102.30398429002662, 16.760270332489025, 106.12573363331546, 110.97485579278379, 80.01744298091766, 44.640877879433575, 127.05590183937016, 27.862709162187308, 86.393029433023, 110.33966383272981, 163.83445596468474, 46.11513916417606, 130.5407313428976, 71.99605508557255, 139.0627589572395, 66.15993484896296, 208.05939991752558, 125.53389492091615, 60.181085207995416, 108.87358283247697, 162.047048341214, 130.78228141248792, 239.58007621045613, 143.55628374896304]",23.14483703,6109542.386,0.439767506,,,,,,,,,,,
"[97.09410543064764, 64.06367258578683, 116.889576736681, 22.415808585049483, 168.78511982760895, 67.53549450128222, 126.23402880113349, 42.52056237772642, 53.90921375445092, 58.3792151847431, 86.04749348605054, 32.00308150147365, 141.58110296810636, 105.22047752036262, 130.82354154136087, 61.723961288217616, 223.0212911970058, 121.18077986626935, 50.92105036706525, 77.30881730204386, 181.825590512331, 117.59472694247012, 132.0686777522138, 117.4736322414887]",22.69358612,7363572.03,0.423497419,,,,,,,,,,,
"[109.73156353352724, 69.72672918411189, 56.31777042767294, 21.54889157284059, 80.01744298091766, 45.01398833424219, 126.15574194446718, 25.5127969350971, 75.9522256552856, 97.69281422526038, 163.83445596468474, 40.48422043453117, 212.02637665681837, 70.40787729615116, 124.61209573849676, 91.44808164688642, 206.42472443819247, 70.42947376747338, 60.2649015957828, 77.41305312799489, 162.047048341214, 150.58513939349965, 236.9748405705019, 118.19918614026042]",22.67282424,7910665.49,0.391470738,,,,,,,,,,,
"[109.73156353352724, 70.55717877423535, 56.31777042767294, 21.54889157284059, 80.01744298091766, 45.01398833424219, 126.15574194446718, 24.047651949861685, 75.9522256552856, 97.69281422526038, 163.83445596468474, 42.784360460187706, 212.02637665681837, 70.70872569390745, 124.61209573849676, 60.61017395890224, 206.42472443819247, 71.04643783719827, 60.5384214519766, 74.54173134080509, 162.047048341214, 139.84696248700087, 236.9748405705019, 118.19918614026042]",22.67282424,8755025.748,0.375124126,,,,,,,,,,,
"[107.04724895778232, 75.10580589528763, 56.31777042767294, 23.30951710828274, 167.3302834133494, 45.124313165548834, 126.15574194446718, 24.314709785151706, 75.9522256552856, 97.49425073959553, 163.83445596468474, 42.54300332944957, 211.42777711863494, 70.70872569390745, 139.0627589572395, 61.781620989160984, 206.42472443819247, 70.99016465963989, 60.5384214519766, 76.95641839547088, 162.047048341214, 131.81531797276105, 237.00635252060962, 117.53240960290837]",23.14483703,9307796.423,0.357045162,,,,,,,,,,,
"[63.231054887944005, 14.903480858913845, 143.44732160139793, 68.76653667166855, 168.61204217778055, 58.531258595860194, 145.54508168129794, 52.43199727937209, 196.0096073775744, 58.38499668744611, 88.6631233642462, 31.818251829692194, 130.01817154782324, 67.65219361997778, 172.2057014480071, 80.61379357703731, 212.1072579454209, 117.61267663725792, 211.46835378267576, 43.03443250114831, 246.99090935668625, 124.13485356947704, 128.43466494140017, 81.07849435470877]",23.01062892,10166602.69,0.34229215,,,,,,,,,,,
"[102.30398429002662, 16.760270332489025, 106.12573363331546, 110.97485579278379, 80.01744298091766, 37.118564831850165, 127.05590183937016, 28.040711168305897, 86.393029433023, 110.33966383272981, 163.83445596468474, 46.11513916417606, 209.21362177225984, 71.99605508557255, 139.0627589572395, 66.15993484896296, 208.05939991752558, 125.53389492091615, 60.181085207995416, 89.63525125054989, 162.047048341214, 130.78228141248792, 239.58007621045613, 143.55628374896304]",25.65976512,11101672.18,0.31380058,,,,,,,,,,,
"[102.33462520918906, 72.7047410566017, 56.78833630701378, 82.60156269720308, 166.75175500685245, 58.45138823398597, 126.55780698221692, 51.660981554561, 91.881431911102, 58.38499668744611, 59.72713064893777, 32.66995737263086, 211.06102588627257, 127.39079853343891, 126.70157070022928, 63.072586453448494, 212.1072579454209, 107.51199021589724, 208.6521394329239, 43.49795556543218, 126.84401684939223, 116.10664278072494, 128.43466494140017, 81.63639344445652]",25.52751659,12278276.98,0.286458079,,,,,,,,,,,
"[102.33462520918906, 73.55799857712469, 56.78833630701378, 82.60156269720308, 166.77435624449274, 58.45138823398597, 126.55780698221692, 51.660981554561, 78.89882824689388, 58.38499668744611, 163.4384582068951, 32.66995737263086, 232.76798292583655, 127.39079853343891, 126.43095158880197, 63.072586453448494, 212.1072579454209, 107.51199021589724, 208.6521394329239, 46.481265094449036, 161.77544135333522, 116.10664278072494, 128.43466494140017, 81.63639344445652]",25.52751659,12422244.6,0.284605144,,,,,,,,,,,
"[63.231054887944005, 14.903480858913845, 143.44732160139793, 68.76653667166855, 168.61204217778055, 58.531258595860194, 145.54508168129794, 52.609999283052204, 196.0096073775744, 58.38499668744611, 88.6631233642462, 31.818251829692194, 208.69107970302923, 67.65219361997778, 172.2057014480071, 80.61379357703731, 212.1072579454209, 117.61267663725792, 211.46835378267576, 43.03443250114831, 246.99090935668625, 124.13485356947704, 128.43466494140017, 81.07849435470877]",25.52751659,14515958.89,0.251115604,,,,,,,,,,,
"[63.231054887944005, 14.903480858913845, 145.66626541248235, 68.76653667166855, 168.61204217778055, 58.531258595860194, 145.54508168129794, 52.609999283052204, 196.0096073775744, 58.38499668744611, 147.65306110531395, 31.818251829692194, 209.36207646308836, 67.65219361997778, 120.43165317746993, 62.545343458209985, 211.02663850137642, 117.61267663725792, 211.46835378267576, 43.03443250114831, 246.99090935668625, 124.13485356947704, 128.43466494140017, 81.07849435470877]",25.84628896,15412477.77,0.237477908,,,,,,,,,,,
"[96.36243282920121, 14.903480858913845, 143.44732160139793, 70.76024135015521, 168.61204217778055, 58.531258595860194, 145.54508168129794, 52.609999283052204, 196.0096073775744, 58.38499668744611, 88.6631233642462, 31.818251829692194, 208.69107970302923, 70.59412379416055, 172.2057014480071, 41.43256144539039, 212.1072579454209, 79.23403253697347, 211.46835378267576, 43.03443250114831, 246.99090935668625, 116.33166759691173, 128.59485810958677, 80.84414585276627]",25.52751659,16192853.28,0.22097017,,,,,,,,,,,
"[61.79514519261772, 14.903480858913845, 135.21815383876137, 70.99493550396389, 163.0554791105999, 58.531258595860194, 145.54508168129794, 52.609999283052204, 196.0096073775744, 58.38499668744611, 88.6631233642462, 31.818251829692194, 208.8992423339601, 70.59096190575355, 172.2057014480071, 40.18859568468293, 212.1072579454209, 49.43569341813862, 227.68703806509149, 43.03443250114831, 246.99090935668625, 116.33166759691173, 128.43466494140017, 80.84414585276627]",25.52751659,16937749.67,0.205089488,,,,,,,,,,,
