STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,WDF2,WDF5,WSF2,WSF5
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/26/2015,8.5,,,300,280,19.9,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/27/2015,8.28,,,180,190,21,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/28/2015,10.29,,,150,150,19.9,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/29/2015,14.32,,,10,10,40,49
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/30/2015,11.86,,,200,210,23.9,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,3/31/2015,7.61,,,130,100,18.1,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/1/2015,20.58,,,180,180,31.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/2/2015,10.96,,,190,200,33.1,45
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/3/2015,18.12,,,10,360,36,46.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/4/2015,12.08,,,190,210,23.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/5/2015,20.36,,,180,180,32,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/6/2015,17.45,,,240,180,33.1,42.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/7/2015,8.28,,,160,200,19.9,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/8/2015,15.88,,,170,170,38,48.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/9/2015,18.57,,,190,190,36.9,44.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/10/2015,7.83,,,160,160,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/11/2015,16.78,,,180,170,40.9,49
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/12/2015,19.01,,,180,180,36,44.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/13/2015,13.87,,,60,60,31.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/14/2015,6.04,,,100,90,15,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/15/2015,12.53,,,160,170,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/16/2015,11.86,,,140,130,38.9,59.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/17/2015,12.3,,,260,250,33.1,40.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/18/2015,9.17,,,280,280,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/19/2015,14.32,,,340,340,36,46.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/20/2015,5.82,,,180,270,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/21/2015,7.38,,,180,180,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/22/2015,10.51,,,120,120,21,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/23/2015,10.07,,,160,160,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/24/2015,19.01,,,240,190,38,48.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/25/2015,8.95,,,90,90,19.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/26/2015,13.65,,,30,70,21.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/27/2015,17,,,40,30,30,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/28/2015,8.5,,,10,20,21.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/29/2015,6.71,,,250,260,12.1,14.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,4/30/2015,9.4,,,200,200,21,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/1/2015,9.84,,,180,170,21,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/2/2015,16.33,,,190,190,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/3/2015,18.12,,,180,190,30,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/4/2015,13.42,,,160,170,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/5/2015,18.79,,,150,150,31.1,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/6/2015,22.15,,,200,190,36.9,46.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/7/2015,19.69,,,140,140,46.1,59.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/8/2015,7.38,,,110,110,21,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/9/2015,12.08,,,150,160,25.9,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/10/2015,11.41,,,320,330,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/11/2015,9.4,,,350,10,19.9,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/12/2015,9.62,,,160,140,19.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/13/2015,12.97,,,160,140,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/14/2015,10.07,,,180,170,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/15/2015,18.79,,,160,160,38.9,47
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/16/2015,10.74,,,270,270,29.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/17/2015,9.84,,,250,250,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/18/2015,11.86,,,40,40,23.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/19/2015,14.32,,,80,80,23.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/20/2015,13.42,,,10,200,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/21/2015,7.16,,,50,50,14.1,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/22/2015,11.63,,,170,100,21,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/23/2015,12.3,,,140,140,40.9,51
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/24/2015,14.99,,,180,180,31.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/25/2015,14.32,,,170,140,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/26/2015,4.47,,,170,180,17,21
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/27/2015,8.72,,,140,130,31.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/28/2015,12.08,,,160,20,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/29/2015,6.04,,,350,360,15,19
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/30/2015,11.41,,,10,20,28,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,5/31/2015,6.26,,,150,150,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/1/2015,13.2,,,170,160,19.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/2/2015,18.57,,,190,200,29.1,38.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/3/2015,20.58,,,190,190,30,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/4/2015,18.57,,,170,170,35.1,42.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/5/2015,14.09,,,190,190,23.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/6/2015,13.87,,,200,190,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/7/2015,12.97,,,310,310,40,57.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/8/2015,4.92,,,330,320,15,21
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/9/2015,8.5,,,190,180,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/10/2015,15.43,,,180,200,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/11/2015,17.22,,,270,260,33.1,40.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/12/2015,6.49,,,290,290,35.1,44.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/13/2015,8.95,,,160,160,19.9,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/14/2015,9.17,,,160,160,21.9,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/15/2015,6.71,,,40,350,16.1,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/16/2015,4.7,,,170,,8.9,
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/17/2015,6.49,,,130,140,15,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/18/2015,3.58,,,30,30,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/19/2015,9.62,,,180,180,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/20/2015,19.24,,,200,180,29.1,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/21/2015,16.33,,,190,190,25.1,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/22/2015,19.24,,,200,200,31.1,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/23/2015,16.11,,,200,210,30,36.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/24/2015,18.79,,,200,200,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/25/2015,16.33,,,230,190,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/26/2015,10.51,,,310,310,25.9,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/27/2015,4.7,,,160,10,12.1,17
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/28/2015,12.97,,,220,230,21,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/29/2015,8.05,,,170,180,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,6/30/2015,10.51,,,190,190,19.9,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/1/2015,13.87,,,240,240,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/2/2015,6.93,,,60,60,21.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/3/2015,4.47,,,20,10,49,59.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/4/2015,9.62,,,160,150,21,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/5/2015,17,,,190,200,28,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/6/2015,17.22,,,10,360,28,38
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/7/2015,12.97,,,40,40,21.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/8/2015,5.82,,,130,130,13,17
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/9/2015,8.95,,,160,130,17,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/10/2015,13.87,,,180,180,25.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/11/2015,18.12,,,190,180,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/12/2015,14.32,,,180,200,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/13/2015,12.97,,,190,200,23,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/14/2015,10.51,,,180,140,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/15/2015,13.42,,,190,190,23.9,31.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/16/2015,10.74,,,150,180,19.9,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/17/2015,15.21,,,170,180,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/18/2015,16.33,,,190,180,28,35.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/19/2015,11.41,,,170,150,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/20/2015,5.14,,,170,170,31.1,40
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/21/2015,10.51,,,240,240,25.1,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/22/2015,7.16,,,340,340,19.9,25.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/23/2015,10.74,,,180,210,21.9,28
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/24/2015,11.86,,,170,180,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/25/2015,13.42,,,190,190,21.9,29.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/26/2015,11.18,,,50,40,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/27/2015,14.76,,,170,170,23.9,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/28/2015,15.43,,,190,190,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/29/2015,12.53,,,40,270,23,30
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/30/2015,6.26,,,60,50,16.1,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,7/31/2015,4.47,,,290,280,28,36
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/1/2015,6.93,,,150,170,21,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/2/2015,9.17,,,180,170,18.1,23.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/3/2015,10.29,,,220,220,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/4/2015,12.3,,,170,180,25.9,33.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/5/2015,6.93,,,10,10,17,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/6/2015,7.61,,,210,240,16.1,21.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/7/2015,9.84,,,170,190,21.9,27.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/8/2015,14.99,,,180,190,25.9,34
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/9/2015,7.38,,,210,260,23.9,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/10/2015,5.82,,,160,160,15,19.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/11/2015,5.82,,,60,60,14.1,18.1
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/12/2015,6.71,,,160,140,15,19
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/13/2015,10.51,,,160,170,21,25.9
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/14/2015,9.17,,,150,140,17,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/15/2015,10.07,,,170,170,18.1,23
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/16/2015,12.75,,,160,150,21,32
USW00013975,"GAGE AIRPORT, OK US",36.2967,-99.7689,667.8,8/17/2015,8.5,,,290,280,21,27.1
