Profits,VAR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
101230000,4562341.942,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586979,1.204428149,0.129808604,3.444138397,0.175436501,2.226136206,0.48611372,1.34674003,0.236650014,0.160096574,6.481313385,19.41732161,63.96272866,27.85724087,0.004340213,0.270503129,0.012586579,2.311786698
101220025.2,4562344.243,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,0.13180885,3.794980758,0.175436501,2.416302321,0.141510863,1.34674003,0.236650014,0.094297399,6.71054989,19.41826555,63.96272866,27.85724087,0.009085989,0.270503129,0.012586579,2.311786698
101212140.5,4562344.26,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.003842504,0.049862747,3.444138397,0.175436501,2.226136206,0.367082578,1.34674003,0.142145105,0.160096574,3.932245841,19.41729821,63.96272866,27.85724087,0.009121945,0.270503129,0.012586579,2.311786698
101210210.3,4562344.412,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,0.049862747,3.444138397,0.175436501,2.226136206,0.48611372,1.34674003,0.236650014,0.160096574,3.932245841,19.41738472,63.96272866,27.85724087,0.009435143,0.270503129,0.012586579,2.311786698
101210210.3,4562344.412,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,0.049862747,3.444138397,0.175436501,2.226136206,0.48611372,1.34674003,0.236650014,0.160096574,3.932245841,19.41738472,63.96272866,27.85724087,0.009435143,0.270503129,0.012586579,2.311786698
101231946,4562344.454,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,0.258879703,3.444138397,0.175436501,2.226136206,0.48611372,1.34674003,0.236650014,0.160096574,6.591500859,19.41732161,63.96272866,27.85724087,0.009522532,0.270503129,0.012586579,2.311786698
101231822.7,4562344.454,0.139912029,0.774082777,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,0.262914099,3.444138397,0.175436501,2.226136206,0.48611372,1.34674003,0.236650014,0.091110456,6.591500859,19.46564205,63.96272866,27.85724087,0.009522532,0.270503129,0.012578184,2.311786698
101219245.4,4562411.373,0.139912029,0.774082777,9.59827582,0.013630231,14.9834076,0.414254069,0.008597085,1.204428149,0.13180885,3.794980758,0.175436501,2.416229198,0.141510863,1.391541293,0.236650014,0.094308975,6.71054989,19.41826555,64.06522488,27.85724087,0.009085989,0.270503129,0.012586579,2.311786698
101241351.7,4562504.531,0.139912029,0.72819833,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,0.13180885,3.794980758,0.175476638,2.39490075,0.141510863,1.34674003,0.236650014,0.094297399,6.694242122,19.41826555,63.96272866,27.85724087,0.009085989,0.270503129,0.012586579,1.155148304
101158611.8,4562655.374,0.139912029,0.110883448,9.603530909,0.008494594,14.95835209,0.414254069,0.008586827,1.204428149,0.046666654,3.645562663,0.175436501,4.58610637,0.856652234,1.34674003,0.236650014,0.160096574,6.591500859,19.41732161,63.96272866,28.67819732,0.004417368,0.030477105,0.012586579,2.311786698
101140004.5,4563236.477,0.139912029,3.540975417,9.603530909,0.013630231,18.98803991,0.25244396,0.008662615,1.225815111,0.112626841,3.92484955,0.17536716,3.630907865,0.447973137,1.341010784,2.238452008,0.095538268,6.593939468,18.95300907,63.96710754,27.67620511,0.002652466,0.270503129,0.012594943,5.274821198
101157601.1,4563248.484,0.139912029,3.537849455,9.603530909,0.013630231,18.98803991,0.25244396,0.008662615,1.204374748,0.112626841,3.912904939,0.17536716,3.636296662,0.447973137,1.341010784,2.037557484,0.095566834,6.59392485,19.21787287,63.96710754,27.67620511,0.002708261,0.270686855,0.012594943,3.787749393
101172495,4563274.376,0.139912029,0.774082777,9.603530909,0.008494594,15.39383962,0.416210442,0.008848992,1.225073193,0.119241041,3.645663358,0.175436501,4.594052492,7.878232004,1.34674003,0.236650014,0.160096574,6.591500859,19.41732161,63.96272866,28.67819732,0.004417368,0.270503129,0.012586579,2.311786698
101150533.5,4564410.307,0.139912029,0.122649799,9.603530909,0.013630231,14.95835209,0.414254069,0.008586827,1.204428149,4.132023632,3.817546123,0.175435182,2.416302321,0.141510863,1.331385327,0.236650014,0.094297399,6.71054989,19.41826555,63.96272866,27.85724087,0.009085989,0.270503129,0.012586579,8.350023876
101135313,4568607.241,0.127346664,2.193282827,9.603530909,0.013630231,18.98803991,0.414255177,0.008841713,1.204248314,0.112626841,3.92484955,0.175544972,4.594052492,7.711222227,1.341010784,2.27611205,0.094470537,6.593939468,19.41829049,63.96710754,27.67620511,0.00262734,0.269871496,0.008556687,6.44864167
101156908.5,4573866.306,0.498337305,3.549377242,9.603530909,0.007604977,22.4049321,0.898912718,0.003532059,7.902669162,0.119985217,1.637217516,0.175498064,2.39403479,0.35005003,1.349304349,2.270784974,0.096438912,4.206731197,19.41744997,62.41229431,27.67620511,0.000702108,0.270503129,0.012207103,0.807481569
101103527.7,4581468.777,0.139912029,3.547611301,9.639925956,0.088132146,25.50645651,0.297764487,0.004565116,1.204428149,2.247237519,0.949611966,0.166711567,2.374279208,1.089508615,7.427505542,0.241966246,0.094470537,5.26177537,18.97332431,63.96272866,27.872794,0.004322766,0.265629684,1.578912776,2.311786698
101081594.3,4583446.084,0.251742915,0.720451948,9.367486961,0.01271818,22.6303426,0.458336676,0.00885092,8.087483445,0.110458834,3.503584056,0.172608499,4.619573975,4.939199037,1.426529061,1.324617597,0.096537446,0.074308032,19.39909418,63.96588791,27.93865752,0.000485606,0.270208516,0.012768547,2.387837916
101143922.1,4585256.051,0.251742915,0.422130133,9.44764997,0.01271818,22.6303426,0.438567037,0.00885092,8.087483445,0.110458834,3.503584056,0.027790795,2.326128813,4.957416385,1.426529061,1.313110944,0.096537446,0.271366418,19.39909418,63.72058948,27.93865752,0.000723871,0.270208516,0.012768547,2.387837916
101143003.1,4585463.965,0.251742915,0.397560776,9.44764997,0.012688464,22.67673012,0.438567037,0.003963855,8.087483445,0.041818492,3.503584056,0.169251027,2.427120447,4.957416385,1.426529061,1.313110944,0.096537446,0.271366418,19.39909418,63.72481727,27.93865752,0.000708722,0.270208516,0.002366291,2.387837916
101143248.2,4585501.532,0.251742915,0.342977169,9.44764997,0.012684796,22.6303426,0.438567037,0.003963855,8.087483445,0.037537553,3.503584056,0.032403172,2.394983642,4.957416385,1.426529061,1.313110944,0.096537446,0.271366418,19.39909418,63.72380096,27.93865752,0.000708722,0.270208516,0.002366291,2.387837916
101160867,4585585.142,0.139912029,0.275210637,9.789965552,0.01362942,22.58796776,0.299015876,0.008586794,1.137583439,0.113186277,1.037217486,1.301671814,2.427592607,1.089197677,7.245397434,1.998408689,0.094458961,3.922659071,18.96870289,63.96254842,27.872794,0.004178367,0.265629684,1.559611523,2.011211923
101159940.5,4585651.466,0.139912029,0.275210637,9.784710462,0.01362942,22.61302327,0.299015876,0.008597052,1.137583439,0.113186277,1.037217486,1.301671814,2.427519484,1.089197677,7.289967318,1.998408689,0.094470537,3.922659071,18.96870289,64.06504463,27.872794,0.004178367,0.265629684,1.559611523,2.011211923
101097441.2,4586605.254,0.139912029,3.549377242,9.639925956,0.088132146,27.36151194,0.297764487,0.004650659,1.204428149,0.112626841,0.949611966,0.166706335,2.427519484,1.089508615,7.427505542,0.241966246,0.094470537,5.26177537,18.97332431,63.96272866,27.872794,0.004322766,0.265629684,1.559611523,2.311786698
101109685,4586926.886,0.139912029,3.564965004,9.784710462,0.013736711,27.43326041,0.299015876,0.001678935,1.204428149,0.112626841,0.949611966,0.166706335,2.427519484,1.089197677,7.427505542,0.2419776,0.094470537,3.971003184,18.97332431,63.96272866,27.872794,0.004322766,0.265629684,1.559611523,1.118151509
101091843,4587689.799,6.179007215,3.547611301,9.639925956,0.088132146,25.50645651,0.297764487,0.004565116,1.204428149,2.247237519,0.949611966,0.166711567,2.374279208,1.089508615,7.427505542,0.267783661,0.094442708,5.26177537,19.52609906,63.96272866,27.872794,0.004322766,0.265629684,1.578912776,2.239125758
101100101.4,4587756.878,6.179007215,3.547611301,9.639925956,0.013724473,25.50645651,0.297764487,0.004565116,1.204428149,2.097251945,0.949611966,0.166711567,2.374279208,1.089508615,7.195875274,0.267783661,0.094442708,5.26177537,19.52609906,63.96272866,27.872794,0.004322766,0.265629684,1.601347202,2.241853601
101078382.5,4589550.023,6.608718388,3.461940423,11.94043474,0.013633054,25.16519744,0.444688865,0.00863615,1.204565235,0.112626841,3.91214356,0.175620325,2.370540055,4.961272124,7.662656374,2.028375566,0.094470537,6.593663276,18.59500282,63.96272866,27.91439739,0.002475255,0.265374627,0.012635053,2.319658901
101058348.2,4589858.84,7.404086297,3.563664614,11.92852879,0.013633054,25.16519744,0.458282476,0.008629339,1.204428149,0.112626841,3.91214356,0.175620325,4.571923789,7.878232004,7.152253434,2.036712145,0.094470537,6.593663276,18.59500282,63.96272866,27.88858482,0.000724294,0.270503129,0.012586579,2.00628952
101058931,4589859.759,7.404086297,3.563664614,11.92852879,0.013633054,25.16519744,0.458282476,0.008604555,1.204428149,0.112626841,3.91214356,0.175620325,4.571923789,7.878232004,7.152253434,2.033770144,0.094470537,6.593663276,18.59500282,63.96272866,27.88858482,0.002619667,0.270503129,0.012586579,1.972120968
101057927.5,4589916.654,7.404086297,3.549377242,11.92852879,0.013633054,25.16519744,0.458282476,0.008841713,1.204546009,0.112626841,3.91214356,0.175620325,4.594052492,7.878232004,7.152253434,2.034443924,0.094470537,6.593663276,18.59500282,63.96691374,27.91439739,0.002619667,0.270503129,0.012586579,1.966394107
101057927.5,4589916.654,7.404086297,3.549377242,11.92852879,0.013633054,25.16519744,0.458282476,0.008841713,1.204546009,0.112626841,3.91214356,0.175620325,4.594052492,7.878232004,7.152253434,2.034443924,0.094470537,6.593663276,18.59500282,63.96691374,27.91439739,0.002619667,0.270503129,0.012586579,1.966394107
101057806.3,4589916.654,7.404086297,3.549377242,11.92852879,0.013633054,25.16519744,0.458282476,0.008841713,1.204428149,0.112626841,3.91214356,0.175620325,4.594052492,7.878232004,7.152253434,2.034443924,0.094470537,6.593663276,18.59500282,63.96272866,27.91439739,0.002619667,0.270503129,0.012586579,1.972120968
101075002,4589960.072,7.452095586,3.549377242,11.92852879,0.013633054,25.16519744,0.458282476,0.008841713,1.204565235,0.112626841,3.91214356,0.175620325,2.260618931,7.878232004,7.152253434,2.03013189,0.094470537,2.066898226,18.59500282,63.96272866,27.91439739,0.002619667,0.270503129,0.012586579,2.319658901
101053589.7,4589983.945,7.404086297,3.549377242,11.92852879,0.013633054,25.16519744,0.458282476,0.008840857,1.204565235,0.112470619,3.91214356,0.175620325,4.594052492,7.878232004,7.152253434,2.03013189,0.094470537,6.593663276,18.56084549,63.96272866,27.91439739,0.141415219,0.270503129,0.011570961,2.319658901
101052427.6,4589983.945,7.404086297,3.549377242,11.92852879,0.013633054,25.16519744,0.458282476,0.008841713,1.204565235,0.112626841,3.91214356,0.175620325,4.594052492,7.878232004,7.152253434,2.03013189,0.094470537,6.593663276,18.59500282,63.96272866,27.91439739,0.141415219,0.270503129,0.011570961,2.319658901
101052461,4589986.862,7.404086297,3.549377242,11.92852879,0.010333731,25.16519744,0.458282476,0.008841713,1.204565235,0.112626841,3.91214356,0.175620325,4.594052492,7.878232004,7.152253434,2.03013189,0.094470537,6.593663276,18.59500282,63.96272866,27.91439739,0.141415219,0.270503129,0.011570961,2.319658901
101201971.6,4590376.653,4.741950262,0.342977169,9.44764997,0.013628528,22.64552849,0.555556588,0.0039455,8.06077619,0.038984618,3.503584056,0.032403172,2.394983642,4.957416385,1.431976521,1.975878496,0.096537446,0.271366418,19.39909418,55.00377573,25.62501895,0.000708722,0.270208516,0.010536104,0.986762662
101037818,4590831.635,7.404086297,3.563664614,11.9270832,0.013633054,25.16519744,1.545889035,0.008601758,0.037944833,0.112626841,3.91214356,0.175620325,4.593687746,10.30256526,7.152253434,2.033770144,0.098852395,6.593663276,19.48036687,63.96272866,27.88858482,0.002426608,0.270503129,0.012586579,2.149560402
101042963.3,4590878.842,0.139912029,3.968696492,9.784710462,0.013403833,27.43326041,7.386955503,0.001678935,1.204428149,0.112626841,0.949611966,0.080393508,2.427519484,11.47984506,7.427505542,2.023065695,0.094470537,3.971003184,19.39885776,63.5374139,27.87277716,0.004322766,0.265629684,1.559611523,1.118151509
101036437.4,4592480.173,7.404086297,3.140877635,11.92705909,0.013633064,25.16519744,1.545889035,0.008843063,0.168814975,0.112626841,3.912122517,0.175620325,4.594160107,7.878243974,7.152253434,2.042037052,0.098852395,6.593977042,19.48036687,63.96272866,27.91498927,0.002415123,0.270503129,0.012586579,2.158289489
101028265.5,4592481.217,7.404086297,3.123319015,11.92705287,0.088048654,25.16519744,1.545889035,0.008601758,0.155671527,0.268660555,4.112859118,0.175620325,4.594160107,8.570092988,7.383883702,2.040116317,0.098852395,6.593977042,19.48036687,63.96272866,27.88858482,0.002426608,0.270503129,0.021346036,2.155561646
101018411.7,4592548.051,7.404086297,3.123319015,11.92674135,0.013633064,25.16519744,1.545889035,2.925159539,0.155671527,0.112626841,3.912122517,0.175620325,4.594160107,7.877704543,7.152253434,2.040116317,1.498694577,6.593977042,19.47877957,63.96272866,28.00351096,0.002426608,0.270503129,0.012586579,2.158289489
101037917.8,4592548.293,7.404086297,3.123319015,11.92705287,0.013633064,25.16519744,1.545889035,0.008823544,0.155671527,0.112626841,3.912122517,0.175620325,4.594160107,7.877704543,7.152253434,2.042037052,0.098852395,6.593977042,19.48036687,63.96272866,27.88858482,0.002412629,0.270503129,0.012586579,2.158289489
101039236.8,4592548.3,7.404086297,3.123319015,11.92705287,0.013633064,25.16519744,1.545889035,0.008601758,0.155671527,0.112626841,3.912122517,0.175620325,4.594160107,7.877704543,7.152253434,2.040116317,0.036205037,6.593977042,19.48036687,63.96272866,27.88858482,0.002426608,0.270503129,0.012586579,2.158289489
101037904.1,4592548.3,7.404086297,3.123319015,11.92705287,0.013633064,25.16519744,1.545889035,0.008601758,0.155671527,0.112626841,3.912122517,0.175620325,4.594160107,7.877704543,7.152253434,2.040116317,0.098852395,6.593977042,19.48036687,63.96272866,27.88858482,0.002426608,0.270503129,0.012586579,2.158289489
101081810.2,4592625.072,6.587435865,1.380451411,11.92852879,0.013632966,25.19077711,0.395734589,0.008772588,1.204565235,0.103936859,3.903940992,0.221523707,4.637583255,7.878232004,7.14801881,2.029219635,0.094470537,4.157188672,18.59500282,63.96272866,27.91439739,0.002619667,0.269379966,0.012583858,2.329369956
101081807.3,4592625.573,6.577799122,1.380451411,11.92852879,0.013632966,25.19077711,0.395734589,0.008772798,1.204565235,0.103936859,3.903940992,0.221523707,4.637485803,7.878232004,7.14799134,2.029219635,0.094470537,4.157188672,18.59500282,63.96272866,27.91439739,0.002619667,0.269379966,0.012458548,2.329369956
101015089.1,4597119.389,7.38877196,1.380451411,11.92852879,0.013632966,25.16519744,6.268131557,0.008781153,1.204565235,0.108592448,3.903940992,0.175620325,4.646267292,7.878232004,7.152253434,2.029863835,0.163456655,4.152469898,18.54668238,63.96272866,27.91439739,0.002619667,0.270503129,0.01258671,1.945329562
100998270.3,4599199.464,7.38877196,1.380451411,11.92852879,0.013632966,25.73738249,6.561374481,0.005094174,1.204565235,0.009499045,3.903940992,0.221523707,4.622724652,8.132798369,7.14799134,2.027708378,0.094470537,2.760662076,18.60501684,63.96272866,27.91439739,0.002619667,0.269379966,0.012578219,2.329369956
100936149.6,4601030.896,6.241075348,0.909059045,15.30801196,0.087220923,23.18551128,7.035819965,0.008739977,4.313886896,0.086580204,1.277249489,0.220389457,2.472457579,8.250388674,7.194387978,1.975878496,2.815242652,2.018554442,19.40335944,72.85331202,27.88801838,0.000708722,0.307699307,0.044848528,5.426485461
101014607.7,4602424.883,6.818206419,1.402828943,15.36016402,0.060706245,23.99718515,7.475632101,0.004929106,0.998101279,0.115897137,0.067276989,2.659383247,2.394983642,0.366489612,7.431058677,1.97317214,0.46939856,3.924286298,19.41729883,64.20412639,27.91244528,0.000293202,0.308537807,0.119091884,5.424883947
101029564.2,4604473.903,6.669126164,0.718115462,15.10292775,0.060706245,23.94782235,7.475632101,0.004923794,0.998101279,0.115897137,0.067276989,2.659383247,2.394983642,0.366489612,7.431058677,1.97317214,0.46939856,3.924286298,19.41702275,64.20412639,27.88673768,0.000293202,0.278181737,0.119523956,5.424883947
101029132,4604536.454,6.824268454,0.718115462,15.10292775,0.060706245,23.94782235,7.475632101,0.004923794,0.998101279,0.115897137,0.067276989,2.659383247,2.394983642,0.366489612,7.431058677,1.97317214,0.46939856,3.924286298,19.41729883,64.20412639,27.88673768,0.000293202,0.308537807,0.119091884,5.424883947
101029132,4604536.454,6.824268454,0.718115462,15.10292775,0.060706245,23.94782235,7.475632101,0.004923794,0.998101279,0.115897137,0.067276989,2.659383247,2.394983642,0.366489612,7.431058677,1.97317214,0.46939856,3.924286298,19.41729883,64.20412639,27.88673768,0.000293202,0.308537807,0.119091884,5.424883947
101028450.7,4604536.454,6.824268454,0.718115462,15.10292775,0.060706245,23.94782235,7.475632101,0.008453695,0.998101279,0.115897137,0.067276989,2.659383247,2.394983642,0.21728108,7.431058677,1.975327596,0.46939856,3.924286298,19.41729883,64.20412639,27.88673768,0.000293202,0.308537807,0.119091884,5.424883947
101026573.5,4604536.632,6.824268454,0.718115462,15.10292775,0.060706245,23.94782235,7.475632101,0.004923794,1.198686925,0.115897137,0.067276989,2.659383247,2.394983642,0.485520755,7.431058677,1.97317214,0.46939856,3.924286298,19.41738535,64.20412639,27.88673768,0.000660462,0.308537807,0.119091884,5.424883947
101023012.4,4605257.785,6.824268454,0.718115462,15.10292775,0.060706245,23.94782235,7.475632101,0.004923794,0.998101279,0.115897137,0.067276989,1.359791338,2.394983642,0.366489612,7.431058677,1.97317214,0.46939856,3.924286298,19.41729883,64.20412639,27.88673768,0.000293202,0.010760232,0.119091884,5.424883947
100893705.6,4605533.237,3.201224279,0.831408715,10.23721137,0.012743196,27.09805764,7.47387977,0.00271272,4.204365719,0.131998595,7.051201741,0.174720344,2.394983642,11.18984111,6.490501106,2.013598041,1.27781466,3.894421096,22.2742122,72.75099605,27.88801838,0.009523886,0.31051202,0.023075013,1.140396784
100896059.7,4605628.412,0.249974866,0.891421389,21.22360295,0.014785286,27.61477106,0.167600047,0.008658989,4.173279562,0.133057575,6.993813143,0.175736103,2.348823431,11.18984111,7.700298489,1.975878496,1.27781466,3.924286261,22.28917636,70.96353622,27.92679147,0.002672257,0.30980977,1.535212373,5.422750334
100895628.5,4605745.3,3.201224279,0.770801294,10.23721137,0.012743196,27.09805764,7.47387977,0.002801336,4.204365719,0.131998595,7.051201741,0.174720344,2.394983642,11.18984111,6.490501106,2.017959512,1.27781466,3.971656912,22.2742122,72.75099605,27.88801838,0.009523886,0.31051202,0.023075013,1.140396784
101038433.1,4605835.03,6.824268454,0.321593103,15.10292775,0.060706245,23.94782235,7.475632101,0.004769107,0.998101279,0.115897137,0.000284648,2.659383247,2.394983642,0.366489612,7.431058677,1.97317214,0.46939856,3.924286298,19.41729883,64.20412639,27.88673768,0.000349721,0.308537807,0.119091884,5.424883947
101020278.6,4606038.111,6.609212325,0.336523556,15.10292775,0.060706245,24.10869856,7.475632101,0.008440902,0.998101279,0.115900343,0.067276989,0.332023987,2.394983642,0.21728108,7.431058677,1.932961472,0.122018193,3.924286298,19.41729883,64.20412639,27.88673768,0.000252849,0.309142429,0.11056557,5.700680593
100890187.6,4607331.958,4.444941024,0.743620978,11.96303479,0.003263337,25.41455455,14.01773722,0.008963051,6.12609759,0.005608788,0.055813191,0.166558499,2.491131383,5.901049704,7.244062575,1.980456942,1.502374427,5.809345736,19.51023645,68.86097573,28.00415986,0.003128684,0.262463971,0.012421675,3.205759483
100897180.8,4607836.503,4.441964766,0.775435289,11.96303479,0.003263337,25.41455455,14.01773722,0.003482465,6.12609759,0.004442492,0.000499662,0.166605637,2.37497752,5.901049704,7.244062575,1.98204232,1.502374427,5.809345736,19.51023645,68.86097573,28.00415986,0.009076843,0.005016229,0.012417554,3.205759483
100897873.5,4607947.438,4.441964766,0.743620978,11.96303479,0.003263337,25.41455455,14.01773722,0.003482465,6.12609759,0.005608788,0.000499662,0.166558499,2.37497752,5.901049704,7.244062575,1.98204232,1.502374427,5.809345736,19.51023645,68.86097573,28.00415986,0.008599851,0.005016229,0.012421675,3.205759483
100889695.9,4609316.544,0.139962336,0.891421389,21.36238822,0.074508924,26.84423862,7.518178743,0.008589181,4.138802639,0.133057575,6.993813143,0.215578957,2.348823431,1.23699156,7.406768167,1.91804173,1.261576405,3.921524804,19.26143806,72.85331202,27.88801838,0.004307763,0.30980977,1.535212373,5.417863215
100889799.9,4609333.126,0.160919316,0.891421389,21.36238822,0.082559597,26.84423862,7.518178743,0.008589181,4.138802639,0.133057575,6.993813143,0.215578957,2.348823431,1.23699156,7.406768167,1.976133403,1.261484848,3.921524804,19.26511201,72.85331202,27.88801838,0.004307763,0.30980977,1.535212373,5.422750334
100890313.3,4609430.347,0.246113566,0.891421389,21.36238822,0.082559597,26.84423862,7.518178743,0.008589181,4.138802639,0.133057575,6.993813143,0.215578957,2.349063227,1.23699156,7.406768167,1.976133403,1.261484848,3.971275175,19.26511201,72.85331202,27.88801838,0.004307763,0.30980977,1.535212373,5.422750334
100889939.5,4609430.347,0.246113566,0.891421389,21.36238822,0.082559597,26.84423862,7.518178743,0.008589181,4.138802639,0.133057575,6.993813143,0.215578957,2.348823431,1.23699156,7.406768167,1.976133403,1.261484848,3.921524804,19.26511201,72.85331202,27.88801838,0.004307763,0.30980977,1.535212373,5.422750334
100858956,4609803.134,6.376628362,0.889969794,15.76653748,0.088133306,27.09805764,3.523097562,0.009070543,4.314960932,0.133057575,6.994825401,0.220389457,2.496719568,12.38664143,7.406768167,1.975878496,1.27781466,3.925920036,22.33142339,72.85331202,27.91361754,0.009379487,0.309807787,1.538688748,5.422750334
100820908.4,4610053.668,0.249974866,0.891421389,21.22360295,0.082394305,27.09805764,7.518178743,0.008584604,4.138802639,0.133057575,6.993813143,0.220389457,2.348823431,11.18984111,7.406768167,1.975878496,1.27781466,3.924286261,22.33142339,72.85331202,27.88801838,0.004274322,0.30980977,1.535212373,5.422750334
100823866.9,4610428.983,0.12838496,0.744815168,21.22360295,0.082394305,27.09805764,7.518178743,0.008589181,4.138802639,0.133057575,6.993813143,0.220389457,2.348823431,11.18984111,7.406768167,1.975878496,1.27781466,3.924286261,22.33142339,72.85331202,27.88801838,0.004274322,0.30980977,1.535212373,5.422750334
100854356,4610432.951,0.249974866,0.891421389,21.22360295,0.015224206,27.21280963,7.518178743,0.008584604,3.691138876,0.248015575,6.993813143,0.220389457,2.394983642,8.108600196,7.145849842,1.975878496,0.24319684,3.77888547,22.33142339,72.85331202,27.9145655,0.004268705,0.309943345,1.535212373,5.422750334
100847472.1,4610432.951,0.249974866,0.891421389,21.22360295,0.015224206,27.21280963,7.518178743,0.008584604,4.1158799,0.135126445,6.993813143,0.220389457,2.394983642,8.108600196,7.145849842,1.975878496,0.24319684,3.924286261,22.33142339,72.85331202,27.9145655,0.004268705,0.309943345,1.535212373,5.422750334
100835762.8,4611769.002,6.376628362,1.060575033,15.8024285,0.087255461,27.09805764,6.963791477,0.001581596,4.314960932,0.727463112,6.994825401,0.220389457,2.47137077,12.38664143,7.406768167,1.97618018,0.422220936,3.985222135,22.35028281,72.85331202,27.91361754,0.003898981,0.309807787,0.486460813,5.422750334
100795003.6,4612306.15,6.423170147,1.090182254,15.8024285,0.08813507,27.09805764,7.823730582,0.004732726,4.314960932,0.113404288,6.994825401,0.220389457,2.47137077,12.38664143,7.406768167,2.036224845,1.27781466,3.925920036,22.35028281,72.85331202,27.91361754,0.009379487,0.309807787,0.580375931,5.422750334
100800066.9,4612370.796,6.376628362,1.060575033,15.8024285,0.087255461,27.09805764,7.823730582,0.003010121,4.314960932,0.727463112,6.994825401,0.220389457,2.47137077,12.38664143,7.406768167,1.975878496,1.27781466,3.925920036,22.35028281,72.85331202,27.91361754,0.009379487,0.309807787,0.486460813,5.422750334
100797258.1,4612701.176,6.376628362,0.967541306,15.8024285,0.08813507,27.09805764,7.823730582,0.004732726,4.314960932,0.113404288,6.994825401,0.220389457,2.47137077,12.38664143,7.406768167,1.975878496,1.27781466,3.925920036,22.35028281,72.85331202,27.91361754,0.009379487,0.309807787,0.580375931,5.422750334
